Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
28-Feb-2026,"INR 3,064,600",180.0,Sushil Kumar Dohare,28-Feb-2026 02:03 PM,15vaviific.pdf (4281.00 KB),Bid approved,1,5914491,BUNDELKHAND CONSTRUCTION,23-Feb-2026 08:58 AM,Accepted-AOC,Yes,28-Feb-2026 02:03 PM,1.0,5914491.0,BUNDELKHAND CONSTRUCTION,INR,"3,064,600",Directorate of Local Bodies UP||Nagar Palika Parishad Jalaun Jalaun,2026_DOLBU_1109037_1,1671/15va vitt ayog/2 Pratishat Stamp Sulk/nirman vibhag/2025-26/Date 23.01.2026,Work no 3,Technical,All bid admitted,Sushil Kumar Dohare,25-Feb-2026 04:55 PM,technical_2047797.pdf,E O Sushil Kumar Dohare,Internal,"J E Praveen kumar, H C Ravindra Saluja, A C Anil kumar, PWC Kamlesh kumar",Sushil Kumar Dohare,28-Feb-2026 12:55 PM,finsummary_2047797.pdf (4281.20 KB),Finance,All bid admitted,Sushil Kumar Dohare,28-Feb-2026 12:29 PM,finance_2047797.pdf,BOQ Comparative Chart,E O Sushil Kumar Dohare,Internal,"J E Praveen kumar, H C Ravindra Saluja, A C Anil kumar, PWC Kamlesh kumar",Sushil Kumar Dohare,25-Feb-2026 05:10 PM,27-Feb-2026 04:00 PM,techsummary_2047797.pdf (1864.97 KB),AOC,1.0,1790/Tender/Nirman vibhag/Date 16-02-2026,Date,,24-Jan-2026 04:00 PM,24-Feb-2026 12:00 PM,24-Jan-2026 04:00 PM,23-Feb-2026 05:00 PM,NA ,NA ,24-Jan-2026 04:00 PM,23-Feb-2026 05:00 PM,27-Feb-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,"3,08,000",No,percentage,10.0%,Executive Officer,NPP JALAUN,Work no 3,Construction work of tin shed for bulls in Kanha Gaushala.,Please refer Tender documents. ,NA ,"30,80,000",Civil Works,NA ,Tender,21.0,180.0,Jalaun,285123.0,NA ,NA ,NA ,NPP JALAUN,No ,No,Executive Officer,NPP JALAUN,1.0,RTGS - RTGS Payment,Directorate of Local Bodies UP||Nagar Palika Parishad Jalaun Jalaun,1671/15va vitt ayog/2 Pratishat Stamp Sulk/nirman vibhag/2025-26/Date 23.01.2026,2026_DOLBU_1109037_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,945",Executive Officer,NPP JALAUN,No,AOC
,,,,,,,2,5914502,M/S RAM BAHADUR GAUTAM THEKEDAR,23-Feb-2026 08:43 AM,Rejected-AOC,No,28-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5917516,yogendra pratap singh contractor,23-Feb-2026 03:47 PM,Rejected-AOC,No,28-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
