EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"16,000",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,AS PER TENDER NOTICE,1.0,SBI Bank,"Office of The Director Ground Water Department||Superintending Engineer Bareilly||Sr. Geophysicist, GWD Dn- Agra (Geophysical)",27/ATALRWH/AGRA/2025-26,2026_UPGWD_1104606_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,08-Jan-2026 10:00 AM,19-Jan-2026 11:30 AM,08-Jan-2026 10:00 AM,19-Jan-2026 11:00 AM,08-Jan-2026 10:00 AM ,09-Jan-2026 10:00 AM ,08-Jan-2026 10:00 AM,19-Jan-2026 11:00 AM,19-Jan-2026 03:30 PM,1.0,clerikal typing error in BID document,Other,,"Construction work of Roof Top Rain Water Harvesting Structures on buildings of PM Shri Jawahar Navodaya Vidyalaya, Block Araon District Firozabad Under Atal Bhujal Yojna","Construction work of Roof Top Rain Water Harvesting Structures on buildings of PM Shri Jawahar Navodaya Vidyalaya, Block Araon District Firozabad Under Atal Bhujal Yojna",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,45.0,DIV AGRA,282010.0,NA ,NA ,NA ,AGRA,No ,No,SENIOR GEOPHYSICIST,OFFICE OF SENIOR GEOPHYSICIST GROUND WATER DEPARTMENT 295 JAIPUR HOUSE COLONY AGRA,AOC,Finance,FINANCIALMINUTES,Shashank Singh,29-Jan-2026 01:46 PM,finance_2037832.pdf,BOQ Comparative Chart,SHASHANK SHEKHAR SINGH,Internal,ANKUR SRIVASTAVA NAURATAN KAMAL AVADHESH KUMAR BHASKER SHAILENDRA KUMAR VINAYAK TRIPATHI,Shashank Singh,19-Jan-2026 02:56 PM,19-Jan-2026 03:30 PM,techsummary_2037832.pdf (1372.77 KB),Technical,BIDSUMMARY,Shashank Singh,19-Jan-2026 02:41 PM,technical_2037832.pdf,SHASHANK SHEKHAR SINGH,Internal,ANKUR SRIVASTAVA NAURATAN KAMAL AVADHESH KUMAR BHASKER SHAILENDRA KUMAR VINAYAK TRIPATHI,Shashank Singh,29-Jan-2026 01:50 PM,finsummary_2037832.pdf (1181.60 KB),12-Feb-2026,"INR 787,826.12",30.0,Shashank Singh,16-Feb-2026 03:27 PM,AOCATALRWH27.pdf (356.00 KB),CONTRACT VALUE INCLUDING GST,"Office of The Director Ground Water Department||Superintending Engineer Bareilly||Sr. Geophysicist, GWD Dn- Agra (Geophysical)",2026_UPGWD_1104606_1,27/ATALRWH/AGRA/2025-26,"Construction work of Roof Top Rain Water Harvesting Structures on buildings of PM Shri Jawahar Navodaya Vidyalaya, Block Araon District Firozabad Under Atal Bhujal Yojna",1.0,5809495.0,VRIDHHI ENTERPRISES,INR,"787,826.12",1.0,5812289.0,M/S ANUBHAV INDIA COMPANY,18-Jan-2026 05:13 PM,Rejected-AOC,REJECTED L2 BIDDER,16-Feb-2026 03:27 PM,AOC
,,,,,,,,,,,,.pdf,TENDER DOCUMENT SIGNED BY AUTHORISED SIGNATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5809783.0,SHEELA ENTERPRISES,16-Jan-2026 07:04 PM,Rejected-AOC,REJECTED L3 BIDDER,16-Feb-2026 03:27 PM,AOC
,,,,,,,,,,,,.pdf,ANY OTHER DOCUMENT REQUIRED AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5809495.0,VRIDHHI ENTERPRISES,16-Jan-2026 03:25 PM,Accepted-AOC,ACCEPTED L1 BIDDER,16-Feb-2026 03:27 PM,AOC
,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
