Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE FIROZABAD,2026_REDUP_1104826_5,809/ee/tender/dt.15.12.2025,Construction work of culvert over the drain near Ramlal house and construction work of CC road and drain from Satish house to Rajendra house in Ward No. 20 Mohalla Krishna Nagar.,1.0,5804249.0,SHRAM SHAKTI ENTERPRISES,INR,"457,414.45",1,5802241,M/s GYATRI ENTERPRISES,13-Jan-2026 10:21 PM,Rejected-Finance,Highest Bidder,25-Feb-2026 11:26 AM,25-Feb-2026,"INR 457,414.45",90.0,Komal Agarwal,25-Feb-2026 11:30 AM,5doc.pdf (405.00 KB),"AE,DAO,RED,Firozabad",EE RED Firozabad,Internal,"AE,DAO,RED, Firozabad",Komal Agarwal,21-Jan-2026 11:31 AM,21-Jan-2026 02:00 PM,techsummary_2038551.pdf (744.49 KB),Finance,summary,Komal Agarwal,23-Jan-2026 10:44 AM,,BOQ Comparative Chart,EE RED Firozabad,Internal,"AE,DAO,RED,Firozabad",Komal Agarwal,25-Feb-2026 11:26 AM,finsummary_2038551.pdf (450.27 KB),Technical,summary,Komal Agarwal,16-Jan-2026 05:08 PM,,AOC,"10,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Construction work of culvert over the drain near Ramlal house and construction work of CC road and drain from Satish house to Rajendra house in Ward No. 20 Mohalla Krishna Nagar.,Construction work of culvert over the drain near Ramlal house and construction work of CC road and drain from Satish house to Rajendra house in Ward No. 20 Mohalla Krishna Nagar.,Please refer Tender documents. ,NA ,"4,62,000",Civil Works,NA ,Tender,90.0,90.0,Construction work of culvert over the drain near R,283205.0,NA ,NA ,NA ,FIROZABAD,No ,No,09-Jan-2026 10:00 AM,15-Jan-2026 02:00 PM,09-Jan-2026 10:00 AM,15-Jan-2026 12:00 PM,NA ,NA ,09-Jan-2026 10:00 AM,15-Jan-2026 12:00 PM,21-Jan-2026 02:00 PM,1.0,SBI Bank,EXECUTIVE ENGINEER,"RED, Vikas Bhawan, Civil Line, Firozabad",854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE FIROZABAD,809/ee/tender/dt.15.12.2025,2026_REDUP_1104826_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5802484,M/s MARUTI TRADERS,13-Jan-2026 11:24 PM,Rejected-Finance,Highest Bidder,25-Feb-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5804249,SHRAM SHAKTI ENTERPRISES,14-Jan-2026 04:25 PM,Accepted-AOC,AOC,25-Feb-2026 11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
