S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5810205.0,M/S ANUBHAV INDIA COMPANY,17-Jan-2026 09:21 AM,Accepted-AOC,ACCEPTED L1 BIDDER,16-Feb-2026 01:17 PM,"Office of The Director Ground Water Department||Superintending Engineer Bareilly||Sr. Geophysicist, GWD Dn- Agra (Geophysical)",2026_UPGWD_1104359_1,22/ATALRWH/AGRA/2025-26,Construction work of Roof Top Rain Water Harvesting Structures on Gram Samaj Inter College Ayela Block Kheragarh Agra Under Atal Bhujal Yojna,1.0,5810205.0,M/S ANUBHAV INDIA COMPANY,INR,"719,711.71",12-Feb-2026,"INR 719,711.71",30.0,Shashank Singh,16-Feb-2026 01:16 AM,AOCATALRWH22.pdf (363.00 KB),CONTRACT VALUE INCLUDING GST,SHASHANK SHEKHAR SINGH,Internal,ANKUR SRIVASTAVA NAURATAN KAMAL AVADHESH KUMAR BHASKER SHAILENDRA KUMAR VINAYAK TRIPATHI,Shashank Singh,17-Jan-2026 02:43 PM,17-Jan-2026 03:30 PM,techsummary_2037227.pdf (1292.87 KB),Finance,FINANCIALMINUTES,Shashank Singh,29-Jan-2026 02:31 PM,finance_2037227.pdf,BOQ Comparative Chart,SHASHANK SHEKHAR SINGH,Internal,ANKUR SRIVASTAVA NAURATAN KAMAL AVADHESH KUMAR BHASKER SHAILENDRA KUMAR VINAYAK TRIPATHI,Shashank Singh,29-May-2026 11:16 AM,finsummary_2037227.pdf (1171.86 KB),Technical,BIDSUMMARY,Shashank Singh,17-Jan-2026 02:40 PM,technical_2037227.pdf,AOC,07-Jan-2026 10:00 AM,17-Jan-2026 11:30 AM,07-Jan-2026 10:00 AM,17-Jan-2026 11:00 AM,07-Jan-2026 10:00 AM ,08-Jan-2026 10:00 AM ,07-Jan-2026 10:00 AM,17-Jan-2026 11:00 AM,17-Jan-2026 03:30 PM,1.0,clerikal typing error in BID document,Other,,854.0,Nil,Nil,No,"15,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,AS PER TENDER NOTICE,SENIOR GEOPHYSICIST,OFFICE OF SENIOR GEOPHYSICIST GROUND WATER DEPARTMENT 295 JAIPUR HOUSE COLONY AGRA,Construction work of Roof Top Rain Water Harvesting Structures on Gram Samaj Inter College Ayela Block Kheragarh Agra Under Atal Bhujal Yojna,Construction work of Roof Top Rain Water Harvesting Structures on Gram Samaj Inter College Ayela Block Kheragarh Agra Under Atal Bhujal Yojna,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,45.0,DIV AGRA,282010.0,NA ,NA ,NA ,AGRA,No ,No,1.0,SBI Bank,"Office of The Director Ground Water Department||Superintending Engineer Bareilly||Sr. Geophysicist, GWD Dn- Agra (Geophysical)",22/ATALRWH/AGRA/2025-26,2026_UPGWD_1104359_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,AOC
2.0,5809766.0,SHEELA ENTERPRISES,16-Jan-2026 07:02 PM,Rejected-AOC,REJECTED L3 BIDDER,16-Feb-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENT SIGNED BY AUTHORISED SIGNATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,5809432.0,VRIDHHI ENTERPRISES,16-Jan-2026 03:14 PM,Rejected-AOC,REJECTED L2 BIDDER,16-Feb-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY OTHER DOCUMENT REQUIRED AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
