EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"82,000",No,fixed,,Nil,Nil,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,30-Jan-2026 09:00 AM,04-Feb-2026 12:30 PM,30-Jan-2026 09:00 AM,04-Feb-2026 12:00 PM,NA ,NA ,30-Jan-2026 09:00 AM,04-Feb-2026 12:00 PM,Vikramaditya Marg sthit Awas No.-02 me adhyasan parivartan ke falswaroop saamanya marammat va rangai putai ka karya.,Vikramaditya Marg sthit Awas No.-02 me adhyasan parivartan ke falswaroop saamanya marammat va rangai putai ka karya.,Please refer Tender documents. ,NA ,"2,20,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,31-Jan-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,1.0,Revised tender cost should be read as 8.20 in place of tender cost 2.20,Other,,860.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,1.0,SBI Bank,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,140/E-Tender/2025-26 dt. 22.01.2026,2026_PWDBL_1110649_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,25-Feb-2026 01:52 PM,finsummary_2051201.pdf (2520.99 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,25-Feb-2026 01:49 PM,techsummary_2051201.pdf (2520.99 KB),1.0,5832386.0,SHIVSATYAJ INFRA,INR,"754,649",Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1110649_7,140/E-Tender/2025-26 dt. 22.01.2026,Vikramaditya Marg sthit Awas No.-02 me adhyasan parivartan ke falswaroop saamanya marammat va rangai putai ka karya.,1,5840902,M/S MALTI DEVI CONSTRUCTIONS,03-Feb-2026 04:22 PM,Rejected-Finance,Financial bid Rejected due to L2,25-Feb-2026 01:52 PM,25-Feb-2026,"INR 754,649",30.0,DILIP KUMAR,25-Feb-2026 01:56 PM,375.pdf (1568.00 KB),AOC for Acceptance No 375 date 19.02.2026,Finance,Evaluation Letter,DILIP KUMAR,16-Feb-2026 01:32 PM,finance_2051201.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5832386,SHIVSATYAJ INFRA,30-Jan-2026 09:59 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 754649.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,25-Feb-2026 01:56 PM,,,,,,,,,,,,,,AOC
