Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
20-Feb-2026,"INR 477,435.087",30.0,Pooja Singh,20-Feb-2026 03:17 PM,nadeemimranwo.pdf (847.00 KB),awarded,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,2026_DOLBU_1108602_1,22/npk/pv-sfc/2025-26,Const of cc interlocking road and nali in ward no 06 mohalla nai basti from house of nadeem so imraan to house of lineman kalwa,1.0,5862540.0,M/S JAN MOHAMMAD,INR,"477,435.087",1.0,5862656.0,FIROJ KHAN,11-Feb-2026 04:03 PM,Rejected-AOC,lowest 2,20-Feb-2026 03:17 PM,Finance,accepted,Pooja Singh,20-Feb-2026 02:09 PM,finance_2046725.pdf,BOQ Comparative Chart,Pooja Singh,Internal,,Pooja Singh,17-Feb-2026 01:19 PM,17-Feb-2026 02:00 PM,techsummary_2046725.pdf (655.52 KB),Technical,accepted,Pooja Singh,17-Feb-2026 12:25 PM,technical_2046725.pdf,Pooja Singh,Internal,,Pooja Singh,20-Feb-2026 02:40 PM,finsummary_2046725.pdf (1171.42 KB),AOC,"47,791",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,1.0,Fee/PreQual/Technical,.pdf,NIT,564.0,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Yes,22-Jan-2026 06:00 PM,13-Feb-2026 11:00 AM,22-Jan-2026 06:00 PM,12-Feb-2026 03:00 PM,NA ,NA ,22-Jan-2026 06:00 PM,12-Feb-2026 03:00 PM,17-Feb-2026 02:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,22/npk/pv-sfc/2025-26,2026_DOLBU_1108602_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,POOJA SINGH,NP KITHAUR,1,DD - Demand Draft,Const of cc interlocking road and nali in ward no 06 mohalla nai basti from house of nadeem so imraan to house of lineman kalwa,Const of cc interlocking road and nali in ward no 06 mohalla nai basti from house of nadeem so imraan to house of lineman kalwa,Please refer Tender documents. ,NA ,"4,77,913",Civil Works - Roads,NA ,Tender,30.0,30.0,NP KITHAUR,250104.0,NA ,NA ,NA ,NP KITHAUR,No ,No,AOC
,,,,,,,,,,,,,,,,2.0,5862540.0,M/S JAN MOHAMMAD,11-Feb-2026 03:35 PM,Accepted-AOC,lowest,20-Feb-2026 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,5859707.0,SUNRISE CONSTRUCTION,10-Feb-2026 02:29 PM,Rejected-AOC,highest,20-Feb-2026 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,AOC
