S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,5836621,M/S A.P ASSOCIATES,01-Feb-2026 08:07 PM,Rejected-AOC,ABOVE,20-Feb-2026 12:00 PM,1.0,5837571.0,M/S Royal infra power corporation,INR,"4,600,071",Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,2026_DOLBU_1106590_1,997/33/NPPKHT/2025-26 DATE-16/01/2026,ward no-19 mohalla islamanagar nahariya dhamkante ke samen 300 X 200 MM vyas ki new tyubwell adhishthapan ka kary,16-Feb-2026,"INR 4,600,071",60.0,Rajeev Kumar,20-Feb-2026 12:00 PM,work33.pdf (276.00 KB),CHAIRMAN EO JE,Internal,,Rajeev Kumar,14-Feb-2026 03:38 PM,finsummary_2041725.pdf (4376.44 KB),Technical,ATTANDANCE,Rajeev Kumar,06-Feb-2026 01:40 PM,technical_2041725.pdf,CHAIRMAN EO JE,Internal,CHAIRMAN EO JE,Rajeev Kumar,09-Feb-2026 01:29 PM,09-Feb-2026 03:00 PM,techsummary_2041725.pdf (4644.23 KB),Finance,finanace,Rajeev Kumar,13-Feb-2026 06:06 PM,finance_2041725.pdf,BOQ Comparative Chart,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,997/33/NPPKHT/2025-26 DATE-16/01/2026,2026_DOLBU_1106590_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,ward no-19 mohalla islamanagar nahariya dhamkante ke samen 300 X 200 MM vyas ki new tyubwell adhishthapan ka kary,ward no-19 mohalla islamanagar nahariya dhamkante ke samen 300 X 200 MM vyas ki new tyubwell adhishthapan ka kary,Please refer Tender documents. ,NA ,"46,03,754",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,90.0,60.0,WORK,251201.0,NA ,NA ,NA ,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No ,No,"10,865",EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,FDR - Fixed Deposit,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,"4,60,375",No,percentage,10.0%,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,16-Jan-2026 02:00 PM,05-Feb-2026 02:00 PM,16-Jan-2026 02:00 PM,05-Feb-2026 12:00 PM,NA ,NA ,16-Jan-2026 02:00 PM,05-Feb-2026 12:00 PM,09-Feb-2026 03:00 PM,AOC
2,5837636,M/S H.A.C TRADING AND CONTRACTOR,02-Feb-2026 12:07 PM,Rejected-AOC,ABOVE,20-Feb-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,AOC
3,5837571,M/S Royal infra power corporation,02-Feb-2026 11:46 AM,Accepted-AOC,BELOW,20-Feb-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5840382,SHREE KRISHNA CONSTRUCTION,03-Feb-2026 01:21 PM,Rejected-AOC,ATPAR,20-Feb-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
