Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
PROPOSED TOILET BLOCK IN RAJKIYA HIGH SCHOOL RAMPUR SAKARBARI AT DISTT AMBEDKAR NAGAR,PROPOSED TOILET BLOCK IN RAJKIYA HIGH SCHOOL RAMPUR SAKARBARI AT DISTT AMBEDKAR NAGAR,Please refer Tender documents. ,NA ,"16,74,000",Civil Works,NA ,Tender,30.0,180.0,Ambedkar nagar,224210.0,NA ,NA ,NA ,Ayodhya,No ,No,1.0,SBI Bank,Project Manager Unit 11,"05/17/17 ACHARYA NARENDRA DEV NAGAR, DEOKALI ROAD AYODHYA",07-Jan-2026 09:00 AM,15-Jan-2026 04:00 PM,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,NA ,NA ,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,21-Jan-2026 04:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,08/2025-26/PCL/UNIT-11/Ayodhya,2026_UPPRC_1104258_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"5,900",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,NIT and BID,"33,000",No,fixed,,Nil,Nil,AOC,Technical,Part One ok,Manoj Sharma,21-Jan-2026 11:01 AM,,Project Manager,Internal,,Manoj Sharma,21-Feb-2026 02:43 PM,finsummary_2037037.pdf (1273.52 KB),Finance,Part Second ok,Manoj Sharma,21-Feb-2026 02:40 PM,,BOQ Comparative Chart,Project Manager,Internal,,Manoj Sharma,21-Jan-2026 11:59 AM,21-Jan-2026 04:00 PM,techsummary_2037037.pdf (1359.38 KB),21-Feb-2026,"INR 1,663,051",180.0,Manoj Sharma,21-Feb-2026 02:45 PM,MC.pdf (1274.00 KB),1.0,5804411.0,MS Mishra Construction,INR,"1,663,051",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,2026_UPPRC_1104258_1,08/2025-26/PCL/UNIT-11/Ayodhya,PROPOSED TOILET BLOCK IN RAJKIYA HIGH SCHOOL RAMPUR SAKARBARI AT DISTT AMBEDKAR NAGAR,1,5804411,MS Mishra Construction,14-Jan-2026 11:14 PM,Accepted-AOC,First Lowest,21-Feb-2026 02:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5804424,RANJANA PANDEY,14-Jan-2026 11:10 PM,Rejected-AOC,Second Lowest,21-Feb-2026 02:45 PM,AOC
