Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
14-Feb-2026,"INR 3,270,563",90.0,Dinesh Kumar,18-Feb-2026 01:43 PM,AOC02SE202526.pdf (959.00 KB),Tender awarded to L1 bidder Ms A K Construction Co,1,5828455,M/S A K COSTRUCTION CO,28-Jan-2026 11:49 AM,Accepted-AOC,Lowest bidder,18-Feb-2026 01:43 PM,U P Irrigation Department (Civil)||Additional Chief Executive Officer Ken Betwa Link Canal Construction Jhansi||Ken Betwa Link Canal Construction Circle Mahoba,2026_UPIDC_1105422_1,02/SE/2025-26,"Ken-Betwa Link Pariyojana ke antargat Ken-Betwa Link Nahar Nirmaan Khand-Pratham, Jhansi ke upkhandiye karyalay bhawan ke punrodhar ki pariyojna.",1.0,5828455.0,M/S A K COSTRUCTION CO,INR,"3,270,563",Technical,Bid opened by committee 1 SE KBLCCC MAHOBA 2 EE KBLCCD 1 JHANSI,Dinesh Kumar,30-Jan-2026 11:40 AM,technical_2039608.pdf,SE KBLCCC Mahoba,Internal,1 SE KBLCCC Mahoba 2 EE KBLCCD-1 Jhansi,Dinesh Kumar,03-May-2026 11:14 AM,finsummary_2039608.pdf (938.13 KB),Finance,Financial bid opened by Committee 1 SE KBLCCC Mahoba 2 EE KBLCCD-1 Jhansi,Dinesh Kumar,03-Feb-2026 10:11 AM,finance_2039608.pdf,BOQ Comparative Chart,SE KBLCCC MAHOBA,Internal,1 SE KBLCCC MAHOBA 2 EE KBLCCD-1 JHANSI,Dinesh Kumar,30-Jan-2026 11:48 AM,31-Jan-2026 12:00 PM,techsummary_2039608.pdf (804.00 KB),AOC,"1,00,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,"Ken-Betwa Link Pariyojana ke antargat Ken-Betwa Link Nahar Nirmaan Khand-Pratham, Jhansi ke upkhandiye karyalay bhawan ke punrodhar ki pariyojna.","Ken-Betwa Link Pariyojana ke antargat Ken-Betwa Link Nahar Nirmaan Khand-Pratham, Jhansi ke upkhandiye karyalay bhawan ke punrodhar ki pariyojna.",As per Tender Document ,NA ,"45,92,000",Civil Works,NA ,Tender,90.0,90.0,Jhansi,284001.0,NA ,NA ,NA ,Office of SE KBLCCC Mahoba,No ,No,SE KBLCCC Mahoba,"Office of the Superintending Engineer, Ken-Betwa Link Canal Construction Circle, Irrigation Campus, Bajariya, Mahoba (U.P)-210427",U P Irrigation Department (Civil)||Additional Chief Executive Officer Ken Betwa Link Canal Construction Jhansi||Ken Betwa Link Canal Construction Circle Mahoba,02/SE/2025-26,2026_UPIDC_1105422_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"7,354",Nil,Nil,No,1.0,SBI Bank,12-Jan-2026 10:00 AM,28-Jan-2026 03:00 PM,12-Jan-2026 10:00 AM,28-Jan-2026 12:00 PM,NA ,NA ,12-Jan-2026 10:00 AM,28-Jan-2026 12:00 PM,31-Jan-2026 12:00 PM,AOC
,,,,,,,2,5826396,M/s Parvez Trading Co.,27-Jan-2026 11:08 PM,Rejected-Finance,L3,03-Feb-2026 10:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5827370,santosh kumar pal,28-Jan-2026 11:25 AM,Rejected-Finance,L2,03-Feb-2026 10:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
