S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5820716.0,DHARAMPAL,23-Jan-2026 03:34 PM,Rejected-AOC,L2,04-Feb-2026 04:15 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Afzalgarh Bijnor,2026_DOLBU_1104052_2,9/ET/NPP/26,C/O WORK OF CC ROAD AND DRAIN FROM S/O BUDDHU KAPDE WALE TO H/O IRSHAD AHMAD IN WARD NO 10 MOH-NAYAKSARAY,1.0,5822630.0,GAURAV SINGH CHAUHAN,INR,"645,915.6",31-Jan-2026,"INR 649,226.66",90.0,Surendra Prasad Singh,04-Feb-2026 04:15 PM,buddu.pdf (641.00 KB),SP Singh,Internal,DK Solanki or sanjeev kumar,Surendra Prasad Singh,31-Jan-2026 10:34 AM,31-Jan-2026 10:35 AM,techsummary_2036465.pdf (141.65 KB),Finance,Admitted,Sanjeev Kumar,31-Jan-2026 11:04 AM,,BOQ Comparative Chart,SP singh,Internal,Dk Solanki or sanjeev Kumar,Surendra Prasad Singh,31-Jan-2026 11:50 AM,finsummary_2036465.pdf (141.65 KB),Technical,Admitte,Surendra Prasad Singh,31-Jan-2026 10:30 AM,,AOC,1.0,Fee/PreQual/Technical,.pdf,FEES AND EMD,C/O WORK OF CC ROAD AND DRAIN FROM S/O BUDDHU KAPDE WALE TO H/O IRSHAD AHMAD IN WARD NO 10 MOH-NAYAKSARAY,C/O WORK OF CC ROAD AND DRAIN FROM S/O BUDDHU KAPDE WALE TO H/O IRSHAD AHMAD IN WARD NO 10 MOH-NAYAKSARAY,Please refer Tender documents. ,NA ,"6,49,226",Civil Works - Roads,NA ,Tender,90.0,90.0,NAGAR PALIKA PARISHAD AFZALGARH,246722.0,NA ,NA ,NA ,NAGAR PALIKA PARISHAD AFZALGARH,No ,No,"64,922",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD AFZALGARH,EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD AFZALGARH,06-Jan-2026 02:00 PM,28-Jan-2026 11:00 AM,06-Jan-2026 02:00 PM,27-Jan-2026 05:00 PM,NA ,NA ,06-Jan-2026 02:00 PM,27-Jan-2026 05:00 PM,31-Jan-2026 10:35 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Afzalgarh Bijnor,9/ET/NPP/26,2026_DOLBU_1104052_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,"1,017",EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD AFZALGARH,No,AOC
2.0,5820778.0,GAURAV KUMAR,23-Jan-2026 03:59 PM,Rejected-AOC,L3,04-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BG - Bank Guarantee,,,,,AOC
3.0,5822630.0,GAURAV SINGH CHAUHAN,24-Jan-2026 05:13 PM,Accepted-AOC,L1,04-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,AOC
