Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
29-Jan-2026 05:00 PM,19-Feb-2026 12:00 PM,29-Jan-2026 05:30 PM,18-Feb-2026 06:00 PM,NA ,NA ,29-Jan-2026 06:00 PM,18-Feb-2026 06:00 PM,26-Feb-2026 01:00 PM,"3,23,200",No,fixed,,Executive Officer,np kheragarh,Directorate of Local Bodies UP||Nagar Panchayat Khairagarh Agra,1313/npk/2025-26,2026_DOLBU_1110193_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BId Document,Ward sankhya 14 mein Dak Bagla ke samne navnirmit cwr se OHT connection hetu pumping setup ki sthapna ka karya,water supply,Please refer Tender documents. ,NA ,"32,32,000",Water Supply,NA ,Tender,90.0,90.0,nagar panchayat kheragarh agra,283121.0,NA ,NA ,NA ,Office Nagar Panchayat Kheragarh,No ,No,"7,628",executive officer,np kheragarh,No,executive officer,nagar panchayat kheragarh,1.0,FDR - Fixed Deposit,AOC,Technical,technical bid,MOHAMMAD RAZA,26-Feb-2026 12:24 PM,technical_2050415.pdf,Mohammad raza,Internal,Ram nivas Pandey JE,MOHAMMAD RAZA,27-Feb-2026 01:42 PM,finsummary_2050415.pdf (338.21 KB),Finance,financial Bid,MOHAMMAD RAZA,27-Feb-2026 01:13 PM,finance_2050415.pdf,BOQ Comparative Chart,Mohammad raza,Internal,Ram nivas pandey JE,MOHAMMAD RAZA,26-Feb-2026 12:39 PM,26-Feb-2026 01:00 PM,techsummary_2050415.pdf (338.21 KB),27-Feb-2026,"INR 3,230,585.9",90.0,MOHAMMAD RAZA,27-Feb-2026 02:57 PM,comprativeward14mDankbaglasamnenirmitOHTpupingsetup.pdf (555.00 KB),AOC Work Order,1.0,5892101.0,JAI KAILA MAHARANI CONTRACTOR AND SUPPLYERS,INR,"3,230,585.9",Directorate of Local Bodies UP||Nagar Panchayat Khairagarh Agra,2026_DOLBU_1110193_5,1313/npk/2025-26,Ward sankhya 14 mein Dak Bagla ke samne navnirmit cwr se OHT connection hetu pumping setup ki sthapna ka karya,1,5892341,BABA DEEN DAYAL CONSTRUCTION AND SUPPLIERS,18-Feb-2026 01:43 PM,Rejected-Finance,Rejected For L2,27-Feb-2026 01:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ Document,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5892101,JAI KAILA MAHARANI CONTRACTOR AND SUPPLYERS,18-Feb-2026 01:02 PM,Accepted-AOC,Accepted being L1,27-Feb-2026 02:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5891675,M/S ANIL KUMAR CONTRACTORS,18-Feb-2026 11:58 AM,Rejected-Finance,Rejected for L3,27-Feb-2026 01:42 PM,AOC
