S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Stage
1.0,5823481.0,SHEKHAR ENTERPRISES,INR,"496,002.22","SHATRUGHNA KUMAR SINGH, BDO VIRENDRA KUSHWAHA, JE RED AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"SHATRUGHNA KUMAR SINGH, BDO VIRENDRA KUSHWAHA, JE RED AKHILESH KUMAR SINGH, ACCOUNTANT",SHATRUGHNA KUMAR SINGH,02-Feb-2026 05:40 PM,finsummary_2043578.pdf (336.06 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Maniar,2026_RDUP_1107268_1,1750 Date 16.01.2026 Work No. - 41,graam panchaayat raamapur mein naath baaba mandir par aara0o0 plaant ke sthaapana ka kaary.,Technical,Bid Opening Summary,SHATRUGHNA KUMAR SINGH,02-Feb-2026 02:05 PM,,Finance,Bid Opening Summary,SHATRUGHNA KUMAR SINGH,02-Feb-2026 05:31 PM,,BOQ Comparative Chart,"SHATRUGHNA KUMAR SINGH, BDO VIRENDRA KUSHWAHA, JE RED AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"SHATRUGHNA KUMAR SINGH, BDO VIRENDRA KUSHWAHA, JE RED AKHILESH KUMAR SINGH, ACCOUNTANT",SHATRUGHNA KUMAR SINGH,02-Feb-2026 03:51 PM,02-Feb-2026 04:00 PM,techsummary_2043578.pdf (336.06 KB),03-Feb-2026,"INR 496,002.22",90.0,SHATRUGHNA KUMAR SINGH,03-Feb-2026 07:43 PM,41.pdf (56.00 KB),AOC,1.0,5833719.0,MAA ENTERPRISES,30-Jan-2026 10:47 PM,Rejected-AOC,L2,03-Feb-2026 07:43 PM,AOC,"9,926",No,percentage,2.0%,BDO MANIAR,MANIAR,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Maniar,1750 Date 16.01.2026 Work No. - 41,2026_RDUP_1107268_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,19-Jan-2026 10:00 AM,02-Feb-2026 12:30 PM,19-Jan-2026 10:00 AM,31-Jan-2026 12:00 PM,NA ,NA ,19-Jan-2026 10:00 AM,31-Jan-2026 12:00 PM,02-Feb-2026 04:00 PM,graam panchaayat raamapur mein naath baaba mandir par aara0o0 plaant ke sthaapana ka kaary.,graam panchaayat raamapur mein naath baaba mandir par aara0o0 plaant ke sthaapana ka kaary.,NIT ,NA ,"4,96,300",Civil Works,NA ,Tender,90.0,90.0,KP MANIAR,277207.0,NA ,NA ,NA ,BDO OFFICE MANIAR,No ,No,"1,000",BDO MANIAR,MANIAR,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1,DD - Demand Draft,BDO MANIAR,BDO OFFICE MANIAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5823481.0,SHEKHAR ENTERPRISES,25-Jan-2026 05:57 PM,Accepted-AOC,L1,03-Feb-2026 07:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,2,BC - Bankers Cheque,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5833081.0,SHREYANSH SINGH,30-Jan-2026 04:03 PM,Rejected-AOC,L3,03-Feb-2026 07:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,AOC
