EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,37,000",No,fixed,,executive officer,nagar panchayat manikpur pratapgarh,executive officer,np manikpur pratapgarh,"2,000",executive officer,nagar panchayat manikpur pratapgarh,No,1.0,Fee/PreQual/Technical,.pdf,terms and conditions,Nagar Panchayat Manikpur Mohalla bhavanpur Mein bitiyan ground se kali Road Tak CC road ka Nirman,Nagar Panchayat Manikpur Mohalla bhavanpur Mein bitiyan ground se kali Road Tak CC road ka Nirman,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,np manikpur pratapgarh,230202.0,NA ,NA ,NA ,np manikpur pratapgarh,No ,No,31-Jan-2026 11:00 AM,23-Feb-2026 02:00 PM,31-Jan-2026 11:00 AM,23-Feb-2026 11:00 AM,NA ,NA ,31-Jan-2026 11:00 AM,23-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Manikpur Pratapgarh,754/npmanikpur/2025-26 30-01-2025,2026_DOLBU_1110991_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,AOC,Technical,03 admitted,Atul Singh,23-Feb-2026 03:05 PM,technical_2052035.pdf,atul singh,Internal,rakesh kumar lipik je bhanu prakash,Atul Singh,27-Feb-2026 10:10 PM,finsummary_2052035.pdf (484.09 KB),Finance,03 admitted,Atul Singh,23-Feb-2026 06:09 PM,finance_2052035.pdf,BOQ Comparative Chart,Atul Singh,Internal,lipik rakesh and je bhanu prakash,Atul Singh,23-Feb-2026 03:08 PM,23-Feb-2026 05:00 PM,techsummary_2052035.pdf (180.29 KB),27-Feb-2026,"INR 1,149,816",90.0,Atul Singh,28-Feb-2026 10:42 AM,boqf.pdf (291.00 KB),OK,1,5911288,M/S DEVANSH TREDERS,22-Feb-2026 05:29 PM,Rejected-Finance,HIGH BID,27-Feb-2026 10:10 PM,Directorate of Local Bodies UP||Nagar Panchayat Manikpur Pratapgarh,2026_DOLBU_1110991_6,754/npmanikpur/2025-26 30-01-2025,Nagar Panchayat Manikpur Mohalla bhavanpur Mein bitiyan ground se kali Road Tak CC road ka Nirman,1.0,5910824.0,NISHTHA INFOTECH,INR,"1,149,816",AOC
,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5910824,NISHTHA INFOTECH,22-Feb-2026 04:02 PM,Accepted-AOC,L1,28-Feb-2026 10:42 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5911703,Shiv balak,22-Feb-2026 06:21 PM,Rejected-Finance,HIGH BID,27-Feb-2026 10:10 PM,,,,,,,,,,AOC
