Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2026_REDUP_1108825_1,2193/EE/RED/14-01-2026,"Const. Of C. C Road from Purav Madhaymik Vidhayalay to Brahandev Mandir in vllage Jilhi G.P.Jilahi, Mainpuri.",1.0,5831039.0,M/S Krishna Construction,INR,"1,465,290",1,5831852,M/s HUKAM SHREE CONTRACTOR,29-Jan-2026 07:24 PM,Rejected-Finance,L-2,03-Feb-2026 10:48 AM,05-Feb-2026,"INR 1,465,290",120.0,Nuzahat Parveen,05-Feb-2026 04:46 PM,JIHALI_0001.pdf (389.00 KB),Er.Nuzhat Prveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,30-Jan-2026 03:33 PM,03-Feb-2026 10:00 AM,techsummary_2047434.pdf (293.96 KB),Finance,all bids admitted,Nuzahat Parveen,03-Feb-2026 10:12 AM,,BOQ Comparative Chart,Er.Nuzhat parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,03-Feb-2026 10:48 AM,finsummary_2047434.pdf (293.22 KB),Technical,all bids recive,Nuzahat Parveen,30-Jan-2026 01:27 PM,,AOC,1.0,SBI Bank,766.0,Nil,Nil,No,"Const. Of C. C Road from Purav Madhaymik Vidhayalay to Brahandev Mandir in vllage Jilhi G.P.Jilahi, Mainpuri.","Const. Of C. C Road from Purav Madhaymik Vidhayalay to Brahandev Mandir in vllage Jilhi G.P.Jilahi, Mainpuri.",Please refer Tender documents. ,NA ,"14,67,491",Civil Works - Roads,NA ,Tender,90.0,120.0,mainpuri,205001.0,NA ,NA ,NA ,E.E.RED OFFICE VIKAS BHAWAN MAINPURI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2193/EE/RED/14-01-2026,2026_REDUP_1108825_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,Executive engineer,E.E.RED OFFICE VIKAS BHAWAN MAINPURI,"29,000",Yes,fixed,,Nil,Nil,24-Jan-2026 10:00 AM,30-Jan-2026 12:30 PM,24-Jan-2026 10:00 AM,30-Jan-2026 12:00 PM,NA ,NA ,24-Jan-2026 10:00 AM,30-Jan-2026 12:00 PM,03-Feb-2026 10:00 AM,1,Fee/PreQual/Technical,.pdf,Technical bid,AOC
,,,,,,,,,2,5831039,M/S Krishna Construction,29-Jan-2026 07:18 PM,Accepted-AOC,L-1,05-Feb-2026 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
