EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,08,000",Yes,fixed,,Nil,Nil,EE cd3 Pwd gzp,offfice of ee cd3 pwd gzp,1.0,SBI Bank,02-Feb-2026 12:00 PM,09-Feb-2026 12:30 PM,02-Feb-2026 12:00 PM,09-Feb-2026 12:00 PM,NA ,NA ,02-Feb-2026 12:00 PM,09-Feb-2026 12:00 PM,17-Feb-2026 04:00 PM,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,"Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Construction Division - 3, PWD Ghazipur",124/10A dt 17-01-2026,2026_CEUVZ_1110973_140,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Renewal of Raghubarganj Bairan to Govindpur link road,Renewal of Raghubarganj Bairan to Govindpur link road,Please refer Tender documents. ,NA ,"10,80,000",Civil Works,NA ,Tender,90.0,60.0,ghaziur,233001.0,NA ,NA ,NA ,offfice of ee cd3 pwd gzp,No ,No,AOC,"Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Construction Division - 3, PWD Ghazipur",2026_CEUVZ_1110973_140,124/10A dt 17-01-2026,Renewal of Raghubarganj Bairan to Govindpur link road,Technical,Admitted,Kiran Pal,17-Feb-2026 02:19 PM,,1.0,5853286.0,ABHISHEK ENTERPRISES,INR,"1,032,928",1,5853286,ABHISHEK ENTERPRISES,08-Feb-2026 06:08 PM,Accepted-AOC,L1,25-Feb-2026 11:43 AM,Finance,Addmitted,Kiran Pal,24-Feb-2026 07:19 PM,finance_2053664.pdf,BOQ Comparative Chart,25-Feb-2026,"INR 1,032,928",60.0,Kiran Pal,25-Feb-2026 11:43 AM,140.pdf (67.00 KB),Kiran Pal,Internal,,Kiran Pal,24-Feb-2026 07:21 PM,finsummary_2053664.pdf (67.27 KB),Kiran Pal,Internal,,Kiran Pal,17-Feb-2026 03:13 PM,17-Feb-2026 04:00 PM,techsummary_2053664.pdf (2377.43 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,5853172,M/S GOPAL RAI,08-Feb-2026 05:08 PM,Rejected-Finance,L2,24-Feb-2026 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
