Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Executive engineer,"Ex. En. Office, H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.","2,000",No,fixed,,UPSCIDCO,MATHURA,531.0,UPSCIDCO,MATHURA,No,1,Fee/PreQual/Technical,.pdf,NIT,1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,37/MLC/Mathura/25-26,2026_SCIDC_1111795_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"U-TYPE DRAIN FROM RAGHUVEER HOUSE TO POKHAR, VILLAGE-CHOKADA (BADAUN), BLOCK- RAYA, MATHURA","U-TYPE DRAIN FROM RAGHUVEER HOUSE TO POKHAR, VILLAGE-CHOKADA (BADAUN), BLOCK- RAYA, MATHURA",Please refer Tender documents. ,NA ,"89,000",Civil Works,NA ,Tender,90.0,90.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,03-Feb-2026 01:00 PM,09-Feb-2026 01:00 PM,03-Feb-2026 01:00 PM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 01:00 PM,09-Feb-2026 12:00 PM,13-Feb-2026 03:55 PM,AOC,Finance,Rate of M/s Jagvir Construction and Supplier is accepted.,Sanjai Gangwar,17-Feb-2026 03:35 PM,finance_2055414.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Pramod Kumar,13-Feb-2026 03:52 PM,13-Feb-2026 03:55 PM,techsummary_2055414.pdf (433.31 KB),Technical,All bids are ok,Sanjai Gangwar,13-Feb-2026 03:44 PM,technical_2055414.pdf,Executive Engineer,Internal,,Pramod Kumar,17-Feb-2026 03:50 PM,finsummary_2055414.pdf (881.69 KB),17-Feb-2026,"INR 89,884.79",90.0,Pramod Kumar,17-Feb-2026 04:19 PM,fr37.pdf (882.00 KB),U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2026_SCIDC_1111795_1,37/MLC/Mathura/25-26,"U-TYPE DRAIN FROM RAGHUVEER HOUSE TO POKHAR, VILLAGE-CHOKADA (BADAUN), BLOCK- RAYA, MATHURA",1.0,5854045.0,Jagvir Construction and Supplier,INR,"89,884.79",1,5854045,Jagvir Construction and Supplier,09-Feb-2026 10:51 AM,Accepted-AOC,accepted,17-Feb-2026 04:19 PM,AOC
,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5855531,Poonam contractor and traders,09-Feb-2026 11:32 AM,Rejected-AOC,rejected,17-Feb-2026 04:19 PM,AOC
