EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"24,800",No,fixed,,EE UPSCIDCO,BAREILLY,"1,652",EE UPSCIDCO,BAREILLY,No,11-Feb-2026 06:55 PM,18-Feb-2026 02:00 PM,11-Feb-2026 06:55 PM,18-Feb-2026 01:00 PM,NA ,NA ,11-Feb-2026 06:55 PM,18-Feb-2026 01:00 PM,19-Feb-2026 04:05 PM,Construction of C.C. Road and Drain work at Vill. Richa Kasbe in Nazim House to Ubais House (Vidhayak Nidhi),Construction of C.C. Road and Drain work at Vill. Richa Kasbe in Nazim House to Ubais House (Vidhayak Nidhi),Construction of C.C. Road and Drain work at Vill. Richa Kasbe in Nazim House to Ubais House (Vidhayak Nidhi) ,NA ,"12,38,558",Civil Works - Roads,Const. of C.C. Road and Drain work at Richa Kasba ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,1121-5/E.E. BLY/E-Tender/BLY/2025-26 Dt. 11.02.2026,2026_SCIDC_1114995_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,AOC,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,20-Feb-2026 03:05 PM,finsummary_2068481.pdf (753.35 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,19-Feb-2026 03:50 PM,technical_2068481.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,19-Feb-2026 04:01 PM,19-Feb-2026 04:05 PM,techsummary_2068481.pdf (266.92 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,20-Feb-2026 03:02 PM,finance_2068481.pdf,BOQ Comparative Chart,1,5892002,m i construction,18-Feb-2026 12:47 PM,Rejected-AOC,IInd Lowest Rate,20-Feb-2026 05:59 PM,1.0,5881015.0,Syed Construction,INR,"1,238,186.43",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1114995_1,1121-5/E.E. BLY/E-Tender/BLY/2025-26 Dt. 11.02.2026,Construction of C.C. Road and Drain work at Vill. Richa Kasbe in Nazim House to Ubais House (Vidhayak Nidhi),20-Feb-2026,"INR 1,238,186.43",60.0,Charan Singh Arya,20-Feb-2026 05:59 PM,LOI5.pdf (779.00 KB),Total Contract Value Rs. 1238186.43,1.0,Tender Revocation,Tender Revocation,20-Feb-2026 02:49 PM,Financial5.pdf ,736.23,Financial Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5881015,Syed Construction,18-Feb-2026 07:26 AM,Accepted-AOC,Ist Lowest Rate,20-Feb-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
