Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
21-Feb-2026,"INR 475,342.35",90.0,Ajay Kumar Yadav,21-Feb-2026 02:30 PM,udaypal.pdf (777.00 KB),WORK ORDER,1.0,5897568.0,MANYA CONSTRUCTION COMPANY,19-Feb-2026 04:11 PM,Rejected-AOC,REJECT,21-Feb-2026 02:30 PM,1.0,5900366.0,M/S SENGAR ENTERPRISES,INR,"475,342.35",Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,2026_DOLBU_1115627_1,203/NPERACH/15VITT/TANKI-4,NAGAR PANCHAYAT ERACH KE MOHALLA TALAIYAPURA ME UDAY NARAYAN PAL KE MAKAN KE PAS 5000 LITRE PANI KI TANKI STHAPNA KA KARY,Technical,admitted,Dharmendra Kumar,21-Feb-2026 12:30 PM,technical_2070393.pdf,executive officer,Internal,executive officer,Ajay Kumar Yadav,21-Feb-2026 01:54 PM,finsummary_2070393.pdf (776.62 KB),Finance,Admitted,Ajay Kumar Yadav,21-Feb-2026 01:41 PM,finance_2070393.pdf,BOQ Comparative Chart,executive officer,Internal,executive officer,Ajay Kumar Yadav,21-Feb-2026 12:46 PM,21-Feb-2026 01:00 PM,techsummary_2070393.pdf (602.89 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,technical,600.0,EO,NP ERACH,No,NAGAR PANCHAYAT ERACH KE MOHALLA TALAIYAPURA ME UDAY NARAYAN PAL KE MAKAN KE PAS 5000 LITRE PANI KI TANKI STHAPNA KA KARY,NAGAR PANCHAYAT ERACH KE MOHALLA TALAIYAPURA ME UDAY NARAYAN PAL KE MAKAN KE PAS 5000 LITRE PANI KI TANKI STHAPNA KA KARY,Please refer Tender documents. ,NA ,,Civil Works,5000 LITRE PANI KI TANKI ,Tender,90.0,90.0,WORK,284302.0,NA ,NA ,NA ,NAGAR PANCHAYAT ERACH,No ,No,"12,000",No,fixed,,EO,NP ERACH,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,203/NPERACH/15VITT/TANKI-4,2026_DOLBU_1115627_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,13-Feb-2026 12:20 PM,21-Feb-2026 12:00 PM,13-Feb-2026 12:20 PM,20-Feb-2026 05:00 PM,NA ,NA ,13-Feb-2026 12:20 PM,20-Feb-2026 05:00 PM,21-Feb-2026 01:00 PM,EXECUTIVE OFFICER,EXECUTIVE OFFICER,AOC
,,,,,,,2.0,5900366.0,M/S SENGAR ENTERPRISES,20-Feb-2026 08:16 AM,Accepted-AOC,AWARDED,21-Feb-2026 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,FINANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,5899195.0,M/S SHIVA CONSTRUCTION,19-Feb-2026 09:53 PM,Rejected-AOC,REJECT,21-Feb-2026 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
