S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,5835884,M/S AWADH CONSTRUCTION,02-Feb-2026 12:18 AM,Rejected-AOC,Second Lowest,26-May-2026 11:14 AM,1.0,5835641.0,SRI BABA VISHWANATH ENTERPRISES,INR,"2,198,481.6","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||ICD, varanasi",2026_UPIDC_1109253_3,01/E.E/2025-26,Lot No. 03,11-Feb-2026,"INR 2,198,481.6",30.0,MAHESH KUMAR,18-Feb-2026 12:45 PM,AgNo02.pdf (568.00 KB),Agreement No. 02/E.E/2025-26,E.E Mahesh Kumar,Internal,E.E Ravi Shankar Mishra,MAHESH KUMAR,05-Feb-2026 10:51 AM,05-Feb-2026 11:00 AM,techsummary_2048663.pdf (220.74 KB),Finance,Financial Evaluation,MAHESH KUMAR,06-Feb-2026 03:28 PM,finance_2048663.pdf,BOQ Comparative Chart,E.E Mahesh Kumar,Internal,E.E Ravi Shankar Mishra,MAHESH KUMAR,06-Feb-2026 11:14 AM,finsummary_2048663.pdf (592.17 KB),Technical,Technically Qualified.,MAHESH KUMAR,05-Feb-2026 10:41 AM,technical_2048663.pdf,AOC,27-Jan-2026 12:00 PM,02-Feb-2026 01:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:30 PM,NA ,NA ,27-Jan-2026 12:30 PM,02-Feb-2026 12:30 PM,05-Feb-2026 11:00 AM,Lot No. 03,R.C.C linning of Sewrai drain from Km 6.220 to 6.400 in vill -Sewarai Tahsil Sewrai distt Ghazipur.,Please refer Tender documents. ,NA ,"22,00,000",Civil Works,NA ,Tender,90.0,NA ,Ghazipur,233001.0,NA ,NA ,NA ,Office E E ICD Varanasi,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical Documents,"2,354",Nil,Nil,No,"44,000",No,fixed,,Nil,Nil,E.E Irrigation Construction Division Varanasi,"Office Executive Engineer, Irrigation Construction Division, Varanasi.","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||ICD, varanasi",01/E.E/2025-26,2026_UPIDC_1109253_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
2,5835641,SRI BABA VISHWANATH ENTERPRISES,01-Feb-2026 11:14 AM,Accepted-AOC,First Lowest,26-May-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
