Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sherkot Bijnor,603/15vitt/etender2025-26,2026_DOLBU_1105515_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Officer,Npp Sherkot,Construction of CC Drain Mohalla Naisaray ward No 18 House of Wazeer to House of Bablu to Anees House Length 95 Mt,Construction of CC Drain Mohalla Naisaray ward No 18 House of Wazeer to House of Bablu to Anees House Length 95 Mt,Please refer Tender documents. ,NA ,"6,27,507",Civil Works,NA ,Tender,45.0,45.0,Npp Sherkot,246747.0,Npp Sherkot  ,Npp Sherkot  ,14-Jan-2026 09:00 AM ,Npp Sherkot,No ,No,750.0,Executive Officer,Sherkot,No,"62,751",No,percentage,10.0%,Executive Officer,Sherkot,14-Jan-2026 09:00 AM,10-Feb-2026 10:00 AM,14-Jan-2026 09:00 AM,09-Feb-2026 05:00 PM,NA ,NA ,14-Jan-2026 09:00 AM,09-Feb-2026 05:00 PM,19-Feb-2026 04:35 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,RTGS - RTGS Payment,1.0,Date Extend,Date,,AOC,Technical,Veerendra kumar,Veerendra kumar,13-Feb-2026 12:18 PM,,Krishan Murari,Internal,,Krishan Murari,20-Feb-2026 02:12 PM,finsummary_2040793.pdf (234.30 KB),Finance,Krishan Murari,Krishan Murari,20-Feb-2026 12:39 PM,finance_2040793.pdf,BOQ Comparative Chart,Krishan Murari,Internal,,Krishan Murari,19-Feb-2026 04:31 PM,19-Feb-2026 04:35 PM,techsummary_2040793.pdf (166.12 KB),20-Feb-2026,"INR 625,611.378",45.0,Krishan Murari,21-Feb-2026 03:54 PM,07.pdf (612.00 KB),1,5853751,AHMAD HASAN,08-Feb-2026 07:23 PM,Rejected-AOC,Accept,21-Feb-2026 03:54 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sherkot Bijnor,2026_DOLBU_1105515_7,603/15vitt/etender2025-26,Construction of CC Drain Mohalla Naisaray ward No 18 House of Wazeer to House of Bablu to Anees House Length 95 Mt,1.0,5853858.0,Mohammad Rafeeq Contractor,INR,"625,611.378",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5852018,Iqbal Ahmad Contractor,08-Feb-2026 07:54 PM,Rejected-AOC,Accept,21-Feb-2026 03:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5853858,Mohammad Rafeeq Contractor,08-Feb-2026 07:51 PM,Accepted-AOC,Accept,21-Feb-2026 03:54 PM,,,,,,,,,,AOC
