Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
22-Jan-2026 06:00 PM,13-Feb-2026 11:00 AM,22-Jan-2026 06:00 PM,12-Feb-2026 03:00 PM,NA ,NA ,22-Jan-2026 06:00 PM,12-Feb-2026 03:00 PM,17-Feb-2026 02:00 PM,"1,47,725",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,22/npk/pv-sfc/2025-26,2026_DOLBU_1108594_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Const of cc interlocking tiles nala and retaining wall near matawala talab in nagar panchayat kithaur,Const of cc interlocking tiles nala and retaining wall near matawala talab in nagar panchayat kithaur,Please refer Tender documents. ,NA ,"14,77,250",Civil Works - Others,NA ,Tender,30.0,30.0,NP KITHAUR,250104.0,NA ,NA ,NA ,NP KITHAUR,No ,No,POOJA SINGH,NP KITHAUR,1.0,Fee/PreQual/Technical,.pdf,NIT,"1,743",EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Yes,AOC,Finance,accepted,Pooja Singh,20-Feb-2026 02:07 PM,finance_2046701.pdf,BOQ Comparative Chart,Pooja Singh,Internal,,Pooja Singh,17-Feb-2026 01:15 PM,17-Feb-2026 02:00 PM,techsummary_2046701.pdf (714.00 KB),Technical,accepted,Pooja Singh,17-Feb-2026 12:29 PM,technical_2046701.pdf,Pooja Singh,Internal,,Pooja Singh,20-Feb-2026 02:45 PM,finsummary_2046701.pdf (969.98 KB),20-Feb-2026,"INR 1,475,772.75",30.0,Pooja Singh,20-Feb-2026 03:26 PM,matawalatalabtileswo.pdf (789.00 KB),awarded,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,2026_DOLBU_1108594_1,22/npk/pv-sfc/2025-26,Const of cc interlocking tiles nala and retaining wall near matawala talab in nagar panchayat kithaur,1.0,5862572.0,M/S JAN MOHAMMAD,INR,"1,475,772.75",1.0,5862620.0,FIROJ KHAN,11-Feb-2026 03:56 PM,Rejected-AOC,lowest 2,20-Feb-2026 03:26 PM,AOC
,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5862572.0,M/S JAN MOHAMMAD,11-Feb-2026 03:42 PM,Accepted-AOC,lowest,20-Feb-2026 03:26 PM,AOC
,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5859672.0,SUNRISE CONSTRUCTION,10-Feb-2026 02:19 PM,Rejected-AOC,highest,20-Feb-2026 03:26 PM,AOC
,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
