Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,200/E-Tender/2025-26 dt. 29.01.2026,2026_PWDBL_1111942_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"42,000",No,fixed,,Nil,Nil,770.0,Nil,Nil,No,1.0,SBI Bank,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,Kalidas Marg sthit Awas No. 05A me three room ki shatigrast tiles ki jagah wooden flooring lagana evam awas ke vahya bhaag ki rangai putai karna va anya avashyak vividh marammati karya.,Kalidas Marg sthit Awas No. 05A me three room ki shatigrast tiles ki jagah wooden flooring lagana evam awas ke vahya bhaag ki rangai putai karna va anya avashyak vividh marammati karya.,Please refer Tender documents. ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,06-Feb-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,05-Feb-2026 09:00 AM,10-Feb-2026 12:30 PM,05-Feb-2026 09:00 AM,10-Feb-2026 12:00 PM,NA ,NA ,05-Feb-2026 09:00 AM,10-Feb-2026 12:00 PM,AOC,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,25-Feb-2026 05:13 PM,finsummary_2055931.pdf (2720.66 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,25-Feb-2026 05:09 PM,techsummary_2055931.pdf (2720.66 KB),25-Feb-2026,"INR 414,890",30.0,DILIP KUMAR,25-Feb-2026 05:17 PM,381.pdf (1534.00 KB),AOC for Acceptance No 381 date 23.02.2026,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1111942_1,200/E-Tender/2025-26 dt. 29.01.2026,Kalidas Marg sthit Awas No. 05A me three room ki shatigrast tiles ki jagah wooden flooring lagana evam awas ke vahya bhaag ki rangai putai karna va anya avashyak vividh marammati karya.,1.0,5850577.0,Swatantra Kumar Jain,INR,"414,890",1,5857583,AMIT ENTERPRISES,09-Feb-2026 11:16 PM,Rejected-Finance,Financial bid Rejected due to L2,25-Feb-2026 05:13 PM,Finance,Evaluation Letter,DILIP KUMAR,17-Feb-2026 01:19 PM,finance_2055931.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5850577,Swatantra Kumar Jain,08-Feb-2026 06:42 PM,Accepted-AOC,Financial bid is accepted at the Price Rs. 414890.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,25-Feb-2026 05:17 PM,,,,,,,AOC
