Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
950.0,Nil,Nil,No,1.0,SBI Bank,"15,979",Yes,percentage,2.0%,Nil,Nil,Vikas Khand Belsar ke Gram Margoobpur ke Mishranpurva me pakki sadak se Subham Mishra ke ghar tak CC Road Ka Nirman Karya,Vikas Khand Belsar ke Gram Margoobpur ke Mishranpurva me pakki sadak se Subham Mishra ke ghar tak CC Road Ka Nirman Karya,Vikas Khand Belsar ke Gram Margoobpur ke Mishranpurva me pakki sadak se Subham Mishra ke ghar tak CC Road Ka Nirman Karya ,NA ,"7,98,974",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,824/RED/ENIV/NIR/25-26 Dt 04-12-2025,2026_REDUP_1104624_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,08-Jan-2026 09:00 AM,16-Jan-2026 12:30 PM,08-Jan-2026 09:00 AM,16-Jan-2026 12:00 PM,NA ,NA ,08-Jan-2026 09:00 AM,16-Jan-2026 12:00 PM,23-Jan-2026 06:00 PM,1.0,Fee/PreQual/Technical,.pdf,NIT Sudhi Patra and T1,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,AOC,EE RED GONDA,Internal,Sri Jai Bahadur Singh EE Sri Virendra Kumar Pathak AE Sri L. K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,23-Jan-2026 05:46 PM,23-Jan-2026 06:00 PM,techsummary_2037862.pdf (502.82 KB),Finance,Summary,Jay Bahadur Singh,07-Feb-2026 05:32 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er JBSingh EE Er Virendra Kumar Pathak AE Sri L.K. Chakaravarti DAO,Jay Bahadur Singh,07-Feb-2026 05:40 PM,finsummary_2037862.pdf (207.50 KB),Technical,Summary,VIRENDRA KUMAR PATHAK,23-Jan-2026 05:32 PM,,1,5796362,M/S SACHIN BUILDERS AND SUPPLIERS,14-Jan-2026 05:33 PM,Accepted-AOC,L1,07-Feb-2026 05:45 PM,1.0,5796362.0,M/S SACHIN BUILDERS AND SUPPLIERS,INR,"798,574.96",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1104624_1,824/RED/ENIV/NIR/25-26 Dt 04-12-2025,Vikas Khand Belsar ke Gram Margoobpur ke Mishranpurva me pakki sadak se Subham Mishra ke ghar tak CC Road Ka Nirman Karya,07-Feb-2026,"INR 798,574.96",120.0,Jay Bahadur Singh,07-Feb-2026 05:45 PM,01Margoob.pdf (208.00 KB),Bond,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Work BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5796337,M/S VINOD,14-Jan-2026 06:17 PM,Rejected-Finance,L2,07-Feb-2026 05:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5797396,OM CONSTRUCTION,14-Jan-2026 04:21 PM,Rejected-Finance,L3,07-Feb-2026 05:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5796699,Vishnu Pratap Singh,13-Jan-2026 03:18 PM,Rejected-Finance,L1,07-Feb-2026 05:40 PM,,,,,,,,,,,,,,,,,AOC
