Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2026_SCIDC_1110213_1,041/E.E./BJR/NIDHI/2025-26 Dt. 28-01-2026,"Construction work of 100.00 meter CC road and drain from the house of Pritam Singh son of Raja Ram Singh towards the house of late Ramkumar son of late Narpat Singh in village Roniya. BLOCK-JALILPUR, DISTRICT- BIJNOR. (NIDHI WORK)",1.0,5836054.0,MOHD USMAN,INR,"646,810.9",1.0,5836054.0,MOHD USMAN,01-Feb-2026 04:34 PM,Accepted-AOC,AMOUNT IS LOWEST,23-Feb-2026 06:28 PM,09-Feb-2026,"INR 646,810.9",60.0,Avdhesh kumar Verma,23-Feb-2026 06:28 PM,041NIT056WOBJR.pdf (529.00 KB),LOI OF WORK,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,07-Feb-2026 02:33 PM,07-Feb-2026 02:35 PM,techsummary_2050255.pdf (586.98 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,07-Feb-2026 05:25 PM,,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,07-Feb-2026 05:36 PM,finsummary_2050255.pdf (209.94 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,07-Feb-2026 02:26 PM,,AOC,1.0,FDR - Fixed Deposit,28-Jan-2026 04:00 PM,04-Feb-2026 11:00 AM,28-Jan-2026 04:00 PM,04-Feb-2026 10:30 AM,NA ,NA ,28-Jan-2026 04:00 PM,04-Feb-2026 10:30 AM,07-Feb-2026 02:35 PM,"E.E., UPSCIDCO, BIJNOR","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD","1,062",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,1,Fee,.pdf,FEE,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,041/E.E./BJR/NIDHI/2025-26 Dt. 28-01-2026,2026_SCIDC_1110213_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,"Construction work of 100.00 meter CC road and drain from the house of Pritam Singh son of Raja Ram Singh towards the house of late Ramkumar son of late Narpat Singh in village Roniya. BLOCK-JALILPUR, DISTRICT- BIJNOR. (NIDHI WORK)","Construction work of 100.00 meter CC road and drain from the house of Pritam Singh son of Raja Ram Singh towards the house of late Ramkumar son of late Narpat Singh in village Roniya. BLOCK-JALILPUR, DISTRICT- BIJNOR. (NIDHI WORK)",Please refer Tender documents. ,NA ,"6,47,005",Civil Works - Roads,NA ,Tender,60.0,60.0,BIJNOR CHANDPUR,246701.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,"14,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,AOC
,,,,,,,,,2.0,5839498.0,SAMEER ENTERPRISES,03-Feb-2026 06:59 AM,Rejected-AOC,AMOUNT IS HIGH,23-Feb-2026 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,2,PreQual/Technical,.pdf,TENDER NOTICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
