S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
1,5855386,DAKSHA CONTRACTOR,09-Feb-2026 10:49 AM,Rejected-AOC,L2,28-Feb-2026 02:46 PM,1.0,5850688.0,Guru Construction Works,INR,"438,112.74","U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",2026_UPIDC_1109780_2,02/EE/2025-26,Silt Clearance of Surjanpur Drain From Km. 0.000 to Km. 24.000,19-Feb-2026,"INR 438,112.74",15.0,Kalpana Yadav,28-Feb-2026 02:46 PM,surjanpur.pdf (690.00 KB),As per file attached,Internal,,Kalpana Yadav,26-May-2026 11:13 AM,13-Feb-2026 11:00 AM,techsummary_2054303.pdf (33.54 KB),Finance,Admitted,Kalpana Yadav,13-Feb-2026 02:43 PM,,BOQ Comparative Chart,As per file attached,Internal,,Kalpana Yadav,13-Feb-2026 03:21 PM,finsummary_2054303.pdf (33.54 KB),Technical,All Technical Bids are Accepted as per NIT,Kalpana Yadav,12-Feb-2026 05:11 PM,,AOC,"20,520",No,fixed,,Nil,Nil,Executive Engineer DD Aligarh,"Office,Executive Engineer DD Etah",766.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Silt Clearance of Surjanpur Drain From Km. 0.000 to Km. 24.000,Silt Clearance of Surjanpur Drain From Km. 0.000 to Km. 24.000,Please refer Tender documents. ,NA ,"10,26,000",Civil Works - Others,NA ,Tender,90.0,NA ,Mainpuri,205001.0,NA ,NA ,NA ,"Office,Executive Engineer DD Etah",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",02/EE/2025-26,2026_UPIDC_1109780_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,02-Feb-2026 05:00 PM,09-Feb-2026 01:00 PM,02-Feb-2026 05:00 PM,09-Feb-2026 11:00 AM,NA ,NA ,02-Feb-2026 06:00 PM,09-Feb-2026 11:00 AM,13-Feb-2026 11:00 AM,1.0,SBI Bank,AOC
2,5850688,Guru Construction Works,08-Feb-2026 10:40 AM,Accepted-AOC,L1,28-Feb-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,5844717,MAHAKAL CONSTRUCTION,05-Feb-2026 02:19 PM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5852618,M/d VIPIN KUMAR,08-Feb-2026 02:53 PM,Rejected-AOC,L3,28-Feb-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5855147,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,26-May-2026 09:39 AM,Rejected-AOC,L5,28-Feb-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5847054,Rajendra and Brothers,06-Feb-2026 02:39 PM,Rejected-AOC,L7,28-Feb-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5853800,Sanjiv Kumar Chaturvedi contructor and Supplier,08-Feb-2026 07:43 PM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5844841,SHREE HARI BUILDERS,05-Feb-2026 03:24 AM,Rejected-AOC,L6,28-Feb-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5842063,Sushil Kumar,06-Feb-2026 10:36 AM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5851790,VINOD KUMAR CONTRACTOR AND SUPPLIER,08-Feb-2026 11:44 AM,Rejected-AOC,L4,28-Feb-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
