Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
02-Feb-2026,"INR 517,798.34",180.0,Sujit Kumar Sinha,04-Feb-2026 05:19 PM,Document2.pdf (26.00 KB),1,5806291,M/S TEJ CONSTRUCTIONS,23-Jan-2026 05:03 PM,Rejected-Finance,High,29-Jan-2026 04:11 PM,1.0,5806347.0,M/s Vikram Jaiswal,INR,"517,798.34",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1104326_2,"897/RED/Etender(25)/2025-26, Dt. 18.12.2025",G.P. Jiginiya Mahipal Singh Kutti Bazar main CC road se Mandit tak interlocking nirman karya-Huzoorpur_02,Technical,Technical bid open,Bhairav Prasad Mishra,24-Jan-2026 05:48 PM,technical_2037153.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,29-Jan-2026 04:11 PM,finsummary_2037153.pdf (45.03 KB),Finance,Financial bid open,Sujit Kumar Sinha,29-Jan-2026 01:49 PM,finance_2037153.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,28-Jan-2026 05:06 PM,29-Jan-2026 12:00 PM,techsummary_2037153.pdf (408.40 KB),AOC,"9,300",Yes,fixed,,Nil,Nil,07-Jan-2026 02:00 PM,24-Jan-2026 12:30 PM,07-Jan-2026 02:00 PM,24-Jan-2026 12:00 PM,NA ,NA ,07-Jan-2026 02:00 PM,24-Jan-2026 12:00 PM,29-Jan-2026 12:00 PM,G.P. Jiginiya Mahipal Singh Kutti Bazar main CC road se Mandit tak interlocking nirman karya-Huzoorpur_02,G.P. Jiginiya Mahipal Singh Kutti Bazar main CC road se Mandit tak interlocking nirman karya-Huzoorpur_02,Please refer Tender documents. ,NA ,"4,62,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"897/RED/Etender(25)/2025-26, Dt. 18.12.2025",2026_REDUP_1104326_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,692.0,Nil,Nil,No,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",1,Fee/PreQual/Technical,.pdf,Technical bid document,1.0,Dage Corrigendum,Date,,AOC
,,,,,,2,5806347,M/s Vikram Jaiswal,20-Jan-2026 10:42 PM,Accepted-AOC,AOC,04-Feb-2026 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
