Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
766.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",02/EE/2025-26,2026_UPIDC_1109457_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,02-Feb-2026 11:13 AM,09-Feb-2026 01:00 PM,02-Feb-2026 05:00 PM,09-Feb-2026 11:00 AM,NA ,NA ,02-Feb-2026 06:00 PM,09-Feb-2026 11:00 AM,13-Feb-2026 11:00 AM,1.0,SBI Bank,Executive Engineer DD Etah,"Office,Executive Engineer DD Etah",1.0,Fee/PreQual/Technical,.pdf,NIT,"11,660",No,fixed,,Nil,Nil,Silt Clearance of Ong Drain From km. 0.000 to km 13.200,Silt Clearance of Ong Drain From km. 0.000 to km 13.200,Please refer Tender documents. ,NA ,"5,83,000",Civil Works - Others,NA ,Tender,90.0,NA ,Mainpuri,205001.0,NA ,NA ,NA ,"Office,Executive Engineer DD Etah",No ,No,AOC,Finance,Admitted,Kalpana Yadav,13-Feb-2026 01:39 PM,,BOQ Comparative Chart,As per file attached,Internal,,Kalpana Yadav,13-Feb-2026 12:21 AM,13-Feb-2026 11:00 AM,techsummary_2054193.pdf (33.54 KB),Technical,Admitted,Kalpana Yadav,12-Feb-2026 05:40 PM,,As per file attached,Internal,,Kalpana Yadav,13-Feb-2026 03:27 PM,finsummary_2054193.pdf (33.54 KB),20-Feb-2026,"INR 243,130.58",15.0,Kalpana Yadav,28-Feb-2026 02:54 PM,ong.pdf (1210.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",2026_UPIDC_1109457_2,02/EE/2025-26,Silt Clearance of Ong Drain From km. 0.000 to km 13.200,1.0,5853736.0,Satendra Kumar,INR,"243,130.58",1,5849322,DEV CONSTRUCTIONS AND SUPPLIERS,07-Feb-2026 01:03 PM,Rejected-AOC,L6,28-Feb-2026 02:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5850660,Guru Construction Works,08-Feb-2026 10:44 AM,Rejected-AOC,L2,28-Feb-2026 02:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5850750,MOHD ABID,07-Feb-2026 09:15 PM,Rejected-AOC,L7,28-Feb-2026 02:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5842072,M/S A.S. CONSTRUCTION,06-Feb-2026 10:58 AM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:21 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5855314,M/S B L F CONSTRUCTION,09-Feb-2026 10:59 AM,Rejected-AOC,L4,28-Feb-2026 02:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5849217,M/S RAM AND SONS SUPPLIERS,07-Feb-2026 12:30 PM,Rejected-AOC,L5,28-Feb-2026 02:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5853523,M/s SANJEEV KUMAR SINGH CONTRACTOR AND SUPPLIERS,08-Feb-2026 09:05 PM,Rejected-AOC,L3,28-Feb-2026 11:14 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5844646,M/S S.S. BUILDERS,05-Feb-2026 01:49 PM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:21 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5854443,Namrta Contruction,08-Feb-2026 11:06 PM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:21 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5853704,Sanjiv Kumar Chaturvedi contructor and Supplier,08-Feb-2026 07:26 PM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:21 AM,AOC
