EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"14,000",No,fixed,,BDO GARWAR,GARWAR,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,BDO GARWAR,BDO OFFICE GARWAR,500.0,BDO GARWAR,GARWAR,No,30-Jan-2026 10:00 AM,12-Feb-2026 02:00 PM,30-Jan-2026 10:00 AM,12-Feb-2026 12:00 PM,NA ,NA ,30-Jan-2026 10:00 AM,12-Feb-2026 12:00 PM,18-Feb-2026 12:00 PM,vikaas khand gadavaar ke graamasabha praanapur mein panchaayat bhavan par opan jim ka sthaapana ka kaary.,vikaas khand gadavaar ke graamasabha praanapur mein panchaayat bhavan par opan jim ka sthaapana ka kaary.,NIT ,NA ,"6,77,000",Civil Works,NA ,Tender,90.0,90.0,KP GARWAR,277121.0,NA ,NA ,NA ,BDO OFFICE GARWAR,No ,No,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Garwar,1225 Date 28-01-2026 Work No - 21,2026_RDUP_1110812_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,Bid Opening Summary,SANTOSH KUMAR SRIVASTAVA,12-Feb-2026 05:54 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Garwar,2026_RDUP_1110812_1,1225 Date 28-01-2026 Work No - 21,vikaas khand gadavaar ke graamasabha praanapur mein panchaayat bhavan par opan jim ka sthaapana ka kaary.,"SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",Internal,"SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",SANTOSH KUMAR SRIVASTAVA,18-Feb-2026 04:23 PM,finsummary_2051557.pdf (583.99 KB),1.0,5862680.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,INR,"676,593.8",1.0,5862680.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,11-Feb-2026 04:08 PM,Accepted-AOC,L1,20-Feb-2026 04:13 PM,20-Feb-2026,"INR 676,593.8",90.0,SANTOSH KUMAR SRIVASTAVA,20-Feb-2026 04:13 PM,21.pdf (59.00 KB),AOC,"SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",Internal,"SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",SANTOSH KUMAR SRIVASTAVA,18-Feb-2026 11:42 AM,18-Feb-2026 12:00 PM,techsummary_2051557.pdf (583.99 KB),Finance,Bid Opening Summary,SANTOSH KUMAR SRIVASTAVA,18-Feb-2026 02:26 PM,,BOQ Comparative Chart,AOC
,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,5863774.0,MAA ENTERPRISES,12-Feb-2026 12:01 AM,Rejected-AOC,L3,20-Feb-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,5863068.0,OM ENTERPRISES,11-Feb-2026 06:21 PM,Rejected-AOC,L2,20-Feb-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
