S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5818512.0,Syed Construction,INR,"1,736,466.14",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1107896_1,1059-4/E.E. BLY/E-Tender/BLY/2025-26 Dt. 20.01.2026,Construction of C.C. Road and Drain Work at Vill. Gunha Jawaharpur in Jakir House to Hanif House (Vidhayak Nidhi),1,5826413,M. I. CONSTRUCTIN,27-Jan-2026 11:21 AM,Rejected-AOC,IInd Lowest Rate,02-Feb-2026 12:24 PM,31-Jan-2026,"INR 1,409,755.95",60.0,Charan Singh Arya,02-Feb-2026 12:24 PM,LOI44.pdf (751.00 KB),Contract Value Rs. 1409755.95,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,30-Jan-2026 03:59 PM,finsummary_2045033.pdf (771.88 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,29-Jan-2026 11:42 AM,technical_2045033.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,29-Jan-2026 12:14 PM,29-Jan-2026 12:15 PM,techsummary_2045033.pdf (279.99 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,30-Jan-2026 03:42 PM,finance_2045033.pdf,BOQ Comparative Chart,AOC,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly","28,300",No,fixed,,EE UPSCIDCO,BAREILLY,1.0,RTGS - RTGS Payment,"1,652",EE UPSCIDCO,BAREILLY,No,1.0,AOC Amount Change,AOC,,20-Jan-2026 05:00 PM,27-Jan-2026 02:00 PM,20-Jan-2026 05:00 PM,27-Jan-2026 01:00 PM,NA ,NA ,20-Jan-2026 05:00 PM,27-Jan-2026 01:00 PM,29-Jan-2026 12:15 PM,Construction of C.C. Road and Drain Work at Vill. Gunha Jawaharpur in Jakir House to Hanif House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Gunha Jawaharpur in Jakir House to Hanif House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Gunha Jawaharpur in Jakir House to Hanif House (Vidhayak Nidhi) ,NA ,"14,10,179",Civil Works - Roads,Const of CC Road and Drain Workat Gunha Jawaharpur ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,1059-4/E.E. BLY/E-Tender/BLY/2025-26 Dt. 20.01.2026,2026_SCIDC_1107896_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,5818512,Syed Construction,22-Jan-2026 03:16 AM,Accepted-AOC,Ist Lowest Rate,02-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
