EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"9,62,000",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-1",Lucknow,26-May-2026 11:11 AM,29-Jan-2026 01:00 PM,13-Jan-2026 12:00 PM,28-Jan-2026 06:00 PM,NA ,NA ,13-Jan-2026 12:00 PM,28-Jan-2026 06:00 PM,31-May-2026 11:11 AM,1,BG - Bank Guarantee,"CONSTRUCTION OF 90 SEATED HOSTEL BUILDING FOR GOVT. POLYTECHNIC AT MAHAMADI, DISTRICT-LAKHIMPUR KHIRI(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"4,80,93,000",Civil Works,NA ,Tender,90.0,540.0,LAKHIMPUR KHIRI,262701.0,LUCKNOW ,"Office of EE, UPRNSS LKO-1, ADD-3/452, Viram Khand, Gomti Nagar, Lucknow ",16-Jan-2026 11:00 AM ,LUCKNOW,No ,No,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,452/UPRNSS/E-TENDER/2025-26 DATE 05-01-2026,2026_UPRNS_1105811_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"11,800",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,AOC,JITENDRA BAHADUR SINGH(S.E.),Internal,"ALOK KUMAR SINGH(EE), ARUNENDRA KUMAR SINGH(EE), ANURAG KUMAR(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",ALOK KUMAR SINGH,31-Jan-2026 02:03 PM,31-Jan-2026 03:00 PM,techsummary_2040352.pdf (958.35 KB),Finance,FINANCE,VIJAY BAHADUR SINGH,31-Jan-2026 04:17 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"ALOK KUMAR SINGH(EE), ARUNENDRA KUMAR SINGH(EE), ANURAG KUMAR(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",ALOK KUMAR SINGH,03-Feb-2026 05:22 PM,finsummary_2040352.pdf (328.67 KB),Technical,03 BIDS ARE ADMITTED,Arunendra Kumar Singh,30-Jan-2026 10:15 AM,,1.0,5811854.0,MAA GOMTI CONSTRUCTION,INR,"49,019,540.23",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,2026_UPRNS_1105811_1,452/UPRNSS/E-TENDER/2025-26 DATE 05-01-2026,"CONSTRUCTION OF 90 SEATED HOSTEL BUILDING FOR GOVT. POLYTECHNIC AT MAHAMADI, DISTRICT-LAKHIMPUR KHIRI(U.P.)",1,5829077,AMAR ENTERPRISES,28-Jan-2026 03:41 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,31-Jan-2026 02:03 PM,19-Feb-2026,"INR 49,019,540.23",540.0,ALOK KUMAR SINGH,26-Feb-2026 05:48 PM,Mohammadi.pdf (442.00 KB),TENDER AWARDED TO M/S MAA GOMTI CONSTRUCTION,AOC
,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5811854,MAA GOMTI CONSTRUCTION,25-Jan-2026 06:00 PM,Accepted-AOC,Due to Low Rate Quoted,26-Feb-2026 05:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5815083,YASHIKA CONSTRUCTION COMPANY,25-Jan-2026 06:29 PM,Rejected-AOC,Due to High Rate Quoted,26-Feb-2026 05:48 PM,,,,,,,,AOC
