Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
06-Feb-2026,"INR 1,771,907.88",120.0,Nuzahat Parveen,09-Feb-2026 10:29 AM,KHILLAA_0001.pdf (246.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2026_REDUP_1108825_2,2193/EE/RED/14-01-2026,"Const. Of C. C Road from Prathmik Vidhayalay via H/o. Jayanti Pal to Jaharvir Mandir in vill.Nagla Kharra(G.P. Mahavatpur), Mainpuri.",1.0,5831079.0,Satendra Kumar,INR,"1,771,907.88",1,5831100,M/S Krishna Construction,29-Jan-2026 11:22 AM,Rejected-Finance,L-2,03-Feb-2026 10:43 AM,Finance,all bids admitted,Nuzahat Parveen,03-Feb-2026 10:14 AM,,BOQ Comparative Chart,Er.Nuzhat Parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,30-Jan-2026 03:38 PM,03-Feb-2026 10:00 AM,techsummary_2047452.pdf (293.96 KB),Technical,all bids admitted,Nuzahat Parveen,30-Jan-2026 01:24 PM,,Er.Nuzhat parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,03-May-2026 11:22 AM,finsummary_2047452.pdf (293.22 KB),AOC,Executive engineer,E.E.RED OFFICE VIKAS BHAWAN MAINPURI,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2193/EE/RED/14-01-2026,2026_REDUP_1108825_2,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,24-Jan-2026 10:00 AM,30-Jan-2026 12:30 PM,24-Jan-2026 10:00 AM,30-Jan-2026 12:00 PM,NA ,NA ,24-Jan-2026 10:00 AM,30-Jan-2026 12:00 PM,03-Feb-2026 10:00 AM,"Const. Of C. C Road from Prathmik Vidhayalay via H/o. Jayanti Pal to Jaharvir Mandir in vill.Nagla Kharra(G.P. Mahavatpur), Mainpuri.","Const. Of C. C Road from Prathmik Vidhayalay via H/o. Jayanti Pal to Jaharvir Mandir in vill.Nagla Kharra(G.P. Mahavatpur), Mainpuri.",Please refer Tender documents. ,NA ,"17,75,458",Civil Works - Roads,NA ,Tender,90.0,120.0,mainpuri,205001.0,NA ,NA ,NA ,E.E.RED OFFICE VIKAS BHAWAN MAINPURI,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid,"36,000",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,5831079,Satendra Kumar,29-Jan-2026 03:13 PM,Accepted-AOC,L-1,09-Feb-2026 10:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,AOC
