Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Const of cc interlocking road drain and ramp in ward no 14 mohallam mansabpura from house of munshi mehboob to house of asif so yusuf,Const of cc interlocking road drain and ramp in ward no 14 mohallam mansabpura from house of munshi mehboob to house of asif so yusuf,Please refer Tender documents. ,NA ,"4,36,849",Civil Works - Roads,NA ,Tender,30.0,30.0,NP KITHAUR,250104.0,NA ,NA ,NA ,NP KITHAUR,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,22/npk/pv-sfc/2025-26,2026_DOLBU_1108613_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,515.0,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Yes,POOJA SINGH,NP KITHAUR,1.0,Fee/PreQual/Technical,.pdf,NIT,"43,685",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,22-Jan-2026 06:00 PM,13-Feb-2026 11:00 AM,22-Jan-2026 06:00 PM,12-Feb-2026 03:00 PM,NA ,NA ,22-Jan-2026 06:00 PM,12-Feb-2026 03:00 PM,17-Feb-2026 02:00 PM,AOC,Technical,accepted,Pooja Singh,17-Feb-2026 12:19 PM,technical_2046746.pdf,Pooja Singh,Internal,,Pooja Singh,20-Feb-2026 02:57 PM,finsummary_2046746.pdf (1114.82 KB),Finance,accepted,Pooja Singh,20-Feb-2026 01:43 PM,finance_2046746.pdf,BOQ Comparative Chart,Pooja Singh,Internal,,Pooja Singh,17-Feb-2026 01:24 PM,17-Feb-2026 02:00 PM,techsummary_2046746.pdf (615.90 KB),20-Feb-2026,"INR 436,412.151",30.0,Pooja Singh,20-Feb-2026 03:14 PM,munshimehboobwo.pdf (866.00 KB),awarded,1.0,5862634.0,FIROJ KHAN,11-Feb-2026 03:59 PM,Rejected-AOC,lowest 2,20-Feb-2026 03:14 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,2026_DOLBU_1108613_1,22/npk/pv-sfc/2025-26,Const of cc interlocking road drain and ramp in ward no 14 mohallam mansabpura from house of munshi mehboob to house of asif so yusuf,1.0,5862526.0,M/S JAN MOHAMMAD,INR,"436,412.151",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5862526.0,M/S JAN MOHAMMAD,11-Feb-2026 03:30 PM,Accepted-AOC,lowest,20-Feb-2026 03:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5859717.0,SUNRISE CONSTRUCTION,10-Feb-2026 02:32 PM,Rejected-AOC,highest,20-Feb-2026 03:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
