Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Construction work of two rooms for Satsang/discourse of Pujya Sindhi Panchayat Samiti Station Road, Orai","Construction work of two rooms for Satsang/discourse of Pujya Sindhi Panchayat Samiti Station Road, Orai",Please refer Tender documents. ,NA ,"11,40,000",Civil Works - Buildings,NA ,Rate Contract,90.0,NA ,orai,285001.0,NA ,NA ,NA ,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,No ,No,1.0,SBI Bank,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT jalaun at orai,1.0,Corrigendum,Date,,1,Fee/PreQual/Technical,.pdf,A.D,"23,000",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JALAUN,27/EE/RED/2025-26,2026_REDUP_1103578_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,02-Jan-2026 05:00 PM,12-Jan-2026 12:30 PM,02-Jan-2026 05:00 PM,12-Jan-2026 12:00 PM,NA ,NA ,02-Jan-2026 05:00 PM,12-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,AOC,Finance,FINCIAL COVER TO BE OPENED,SHARAD SRIVASTAVA,16-Feb-2026 02:03 PM,finance_2035207.pdf,BOQ Comparative Chart,sheelendra singh,Internal,Anup Kumar Mishra Sharad Srivastava,Sheelendra Singh,16-Jan-2026 01:32 PM,21-Jan-2026 12:00 PM,techsummary_2035207.pdf (334.47 KB),Technical,technical cover to be opened,Sheelendra Singh,13-Jan-2026 04:25 PM,technical_2035207.pdf,sheelendra singh,Internal,sharad srivastava,SHARAD SRIVASTAVA,16-Feb-2026 02:55 PM,finsummary_2035207.pdf (425.84 KB),16-Feb-2026,"INR 1,139,517.33",90.0,SHARAD SRIVASTAVA,16-Feb-2026 03:28 PM,000.pdf (426.00 KB),bond photo uplode,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JALAUN,2026_REDUP_1103578_1,27/EE/RED/2025-26,"Construction work of two rooms for Satsang/discourse of Pujya Sindhi Panchayat Samiti Station Road, Orai",1.0,5793796.0,SHIV SINGH,INR,"1,139,517.33",1,5793815,M/S PREM NARAYAN,10-Jan-2026 11:13 AM,Rejected-Finance,2nd,16-Feb-2026 02:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5793796,SHIV SINGH,10-Jan-2026 11:07 AM,Accepted-AOC,accepted,16-Feb-2026 03:28 PM,AOC
