EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,03,700",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-1",Lucknow,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"REPAIR AND RENOVATON WORK OF ZILA SAHKARI BANK MAIGALGANJ LAKHIMPUR, DISTRICT-LAKHIMPUR KHIRI(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"51,83,000",Repair and Maintenance Works,NA ,Tender,90.0,300.0,LAKHIMPUR KHIRI,262701.0,LUCKNOW ,"Office of EE, UPRNSS Unit LKO-1, Add-3/452, Viram Khand, Gomti Nagar, Lucknow ",12-Jan-2026 11:00 AM ,LUCKNOW,No ,No,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,448/UPRNSS/E-TENDER/2025-26 DATE 23-12-2025,2026_UPRNS_1104484_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,07-Jan-2026 02:20 PM,21-Jan-2026 12:00 PM,07-Jan-2026 02:20 PM,20-Jan-2026 06:00 PM,NA ,NA ,07-Jan-2026 02:20 PM,20-Jan-2026 06:00 PM,29-Jan-2026 10:10 AM,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",1,BG - Bank Guarantee,"5,900",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,AOC,Technical,03 BIDS ARE ADMITTED,ALOK KUMAR SINGH,28-Jan-2026 04:56 PM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"ALOK KUMAR SINGH(EE), ARUNENDRA KUMAR SINGH(EE), ANURAG KUMAR(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",ALOK KUMAR SINGH,02-Feb-2026 05:10 PM,finsummary_2037641.pdf (137.34 KB),Finance,FINANCE,VIJAY BAHADUR SINGH,29-Jan-2026 10:29 AM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"ALOK KUMAR SINGH(EE), ARUNENDRA KUMAR SINGH(EE), ANURAG KUMAR(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",ALOK KUMAR SINGH,28-Jan-2026 05:00 PM,29-Jan-2026 10:10 AM,techsummary_2037641.pdf (1030.43 KB),02-Feb-2026,"INR 5,181,963",300.0,ALOK KUMAR SINGH,03-Feb-2026 05:33 PM,1104484_1.pdf (794.00 KB),TENDER AWARDED TO M/S RAM MOHAN VERMA THEKEDAR,1.0,5814996.0,M/S RAM MOHAN VERMA THEKEDAR,INR,"5,181,963",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,2026_UPRNS_1104484_1,448/UPRNSS/E-TENDER/2025-26 DATE 23-12-2025,"REPAIR AND RENOVATON WORK OF ZILA SAHKARI BANK MAIGALGANJ LAKHIMPUR, DISTRICT-LAKHIMPUR KHIRI(U.P.)",1,5815038,M/S HARI OM PANDAY CONTRACTOR,19-Jan-2026 08:55 PM,Rejected-AOC,Due to High Rate Quoted,03-Feb-2026 05:33 PM,AOC
,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5812528,M/S PRISM CONSTRUCTIONS,19-Jan-2026 10:05 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,28-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5814996,M/S RAM MOHAN VERMA THEKEDAR,20-Jan-2026 01:54 PM,Accepted-AOC,Due to Low Rate Quoted,03-Feb-2026 05:33 PM,AOC
