Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
02-Feb-2026 11:00 AM,17-Feb-2026 04:00 PM,02-Feb-2026 11:00 AM,17-Feb-2026 03:00 PM,NA ,NA ,02-Feb-2026 11:00 AM,17-Feb-2026 03:00 PM,19-Feb-2026 03:15 PM,"9,980",No,percentage,2.0%,BDO CHILKAHAR,CHILKAHAR,graam panchaayat savara mein haee maast laeet ka sthaapana kaary,graam panchaayat savara mein haee maast laeet ka sthaapana kaary,NIT ,NA ,"4,99,000",Civil Works,NA ,Tender,90.0,90.0,KP CHILKAHAR,221701.0,NA ,NA ,NA ,BDO OFFICE CHILKAHAR,No ,No,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,BDO CHILKAHAR,BDO OFFICE CHILKAHAR,500.0,BDO CHILKAHAR,CHILKAHAR,No,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,996 Date 28-01-2026 Lot No - 28,2026_RDUP_1111418_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",Internal,"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",VINOD KUMAR BIND,19-Feb-2026 07:44 PM,finsummary_2053112.pdf (201.39 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,2026_RDUP_1111418_1,996 Date 28-01-2026 Lot No - 28,graam panchaayat savara mein haee maast laeet ka sthaapana kaary,Technical,Bid Opening Summary,VINOD KUMAR BIND,19-Feb-2026 01:07 PM,,1.0,5871467.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,INR,"498,550.9",19-Feb-2026,"INR 498,550.9",90.0,VINOD KUMAR BIND,20-Feb-2026 11:16 AM,28.pdf (58.00 KB),AOC,1.0,5879534.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,16-Feb-2026 03:00 PM,Rejected-AOC,L3,20-Feb-2026 11:16 AM,Finance,Bid Opening Summary,VINOD KUMAR BIND,19-Feb-2026 04:41 PM,,BOQ Comparative Chart,"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",Internal,"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",VINOD KUMAR BIND,19-Feb-2026 03:06 PM,19-Feb-2026 03:15 PM,techsummary_2053112.pdf (201.39 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5871467.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,14-Feb-2026 06:19 PM,Accepted-AOC,L1,20-Feb-2026 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5871834.0,M/S SANJAY KUMAR SINGH,14-Feb-2026 07:30 PM,Rejected-AOC,L2,20-Feb-2026 11:16 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
