S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5804113.0,ATUL ENTERPRISES,INR,"2,523,883",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,2026_UPPRC_1103870_1,08/2025-26/PCL/UNIT-11/Ayodhya,PROPOSED BIOLOGY CHEMISTRY LAB IN RAJKIYA BALIKA INTER COLLEGE BEWANA AT DISTT AMBEDKAR NAGAR,1,5804113,ATUL ENTERPRISES,14-Jan-2026 03:46 PM,Accepted-AOC,First Lowest,20-Feb-2026 05:15 PM,20-Feb-2026,"INR 2,523,883",180.0,Manoj Sharma,20-Feb-2026 05:15 PM,AE.pdf (1229.00 KB),Project Manager,Internal,,Manoj Sharma,22-Jan-2026 10:52 AM,23-Jan-2026 04:00 PM,techsummary_2036143.pdf (1359.38 KB),Finance,Part Second Ok,Manoj Sharma,20-Feb-2026 04:56 PM,,BOQ Comparative Chart,Project Manager,Internal,,Manoj Sharma,20-Feb-2026 05:03 PM,finsummary_2036143.pdf (1229.15 KB),Technical,Part One Ok,Manoj Sharma,22-Jan-2026 10:49 AM,,AOC,"52,000",No,fixed,,Nil,Nil,07-Jan-2026 09:00 AM,15-Jan-2026 04:00 PM,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,NA ,NA ,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,23-Jan-2026 04:00 PM,Project Manager Unit 11,05/17/17 ACHARYA NARENDRA DEV NAGAR DEOKALI ROAD AYODHYA,"5,900",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT and BID,1.0,SBI Bank,PROPOSED BIOLOGY CHEMISTRY LAB IN RAJKIYA BALIKA INTER COLLEGE BEWANA AT DISTT AMBEDKAR NAGAR,PROPOSED BIOLOGY CHEMISTRY LAB IN RAJKIYA BALIKA INTER COLLEGE BEWANA AT DISTT AMBEDKAR NAGAR,Please refer Tender documents. ,NA ,"26,04,000",Civil Works,NA ,Tender,30.0,180.0,Ambedkarnagar,223221.0,NA ,NA ,NA ,Ayodhya,No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,08/2025-26/PCL/UNIT-11/Ayodhya,2026_UPPRC_1103870_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5797737,B K TRADERS,11-Jan-2026 03:41 PM,Rejected-AOC,Four Lowest,20-Feb-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5802556,M/S A H VENTURES,13-Jan-2026 08:58 PM,Rejected-AOC,Third Lowest,20-Feb-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5803957,M/s Singh Traders,15-Jan-2026 10:17 AM,Rejected-AOC,Second Lowest,20-Feb-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
