Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
12-Feb-2026,INR 100,90.0,Virendra Kumar Pandey,12-Feb-2026 06:25 PM,2.pdf (147.00 KB),1,5838594,M/S Ajay Kumar Srivastava,02-Feb-2026 05:59 PM,Accepted-AOC,L1,12-Feb-2026 06:25 PM,1.0,5838594.0,M/S Ajay Kumar Srivastava,INR,100.0,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1110871_2,2014/RED Tender KUSHINAGAR,Vikashkhand Nebua Naurangiya ke Pipra Bujurg me samudayik bhavan nirmaan karya.,Finance,Bid Opening Summary,Virendra Kumar Pandey,11-Feb-2026 08:36 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,11-Feb-2026 03:38 PM,11-Feb-2026 05:00 PM,techsummary_2051745.pdf (814.87 KB),Technical,Bid Opening Summary,Praveen Kumar,09-Feb-2026 02:52 PM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,11-Feb-2026 10:54 PM,finsummary_2051745.pdf (147.14 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"27,000",No,fixed,,Nil,Nil,"2,336",Nil,Nil,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2014/RED Tender KUSHINAGAR,2026_REDUP_1110871_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,30-Jan-2026 03:00 PM,05-Feb-2026 03:00 PM,30-Jan-2026 03:00 PM,05-Feb-2026 12:00 PM,NA ,NA ,30-Jan-2026 03:00 PM,05-Feb-2026 12:00 PM,11-Feb-2026 05:00 PM,Vikashkhand Nebua Naurangiya ke Pipra Bujurg me samudayik bhavan nirmaan karya.,Vikashkhand Nebua Naurangiya ke Pipra Bujurg me samudayik bhavan nirmaan karya.,Please refer Tender documents. ,NA ,"13,50,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,1.0,SBI Bank,AOC
,,,,,,2,5838637,M/S A P S CONSTRUCTION COMPANY,02-Feb-2026 06:07 PM,Rejected-Finance,L2,11-Feb-2026 10:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
