Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
06-Feb-2026,"INR 878,741.39",90.0,Nuzahat Parveen,07-Feb-2026 10:30 AM,SUREMADEVI_0001.pdf (337.00 KB),1,5831784,M/s HUKAM SHREE CONTRACTOR,29-Jan-2026 06:47 PM,Rejected-Finance,L-2,03-Feb-2026 10:41 AM,1.0,5831319.0,smt surema devi,INR,"878,741.39",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2026_REDUP_1108825_3,2193/EE/RED/14-01-2026,"Const. Of C. C Road and nali from Summer of shri Shiv Saran shakya to Talab in vill. Kachhapura(G.P. Imaliya Kacchapura), Mainpuri.",Finance,all bids admitted,Nuzahat Parveen,03-Feb-2026 10:18 AM,,BOQ Comparative Chart,Er.Nuzhat Parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,30-Jan-2026 03:31 PM,03-Feb-2026 10:00 AM,techsummary_2047465.pdf (293.96 KB),Technical,all bids recived,Nuzahat Parveen,30-Jan-2026 01:29 PM,,Er.Nuzhat parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,03-Feb-2026 10:41 AM,finsummary_2047465.pdf (293.22 KB),AOC,24-Jan-2026 10:00 AM,30-Jan-2026 12:30 PM,24-Jan-2026 10:00 AM,30-Jan-2026 12:00 PM,NA ,NA ,24-Jan-2026 10:00 AM,30-Jan-2026 12:00 PM,03-Feb-2026 10:00 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2193/EE/RED/14-01-2026,2026_REDUP_1108825_3,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,"18,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical bid,1.0,SBI Bank,766.0,Nil,Nil,No,"Const. Of C. C Road and nali from Summer of shri Shiv Saran shakya to Talab in vill. Kachhapura(G.P. Imaliya Kacchapura), Mainpuri.","Const. Of C. C Road and nali from Summer of shri Shiv Saran shakya to Talab in vill. Kachhapura(G.P. Imaliya Kacchapura), Mainpuri.",Please refer Tender documents. ,NA ,"8,80,061",Civil Works - Roads,NA ,Tender,90.0,90.0,mainpuri,205001.0,NA ,NA ,NA ,E.E.RED OFFICE VIKAS BHAWAN MAINPURI,No ,No,Executive engineer,E.E.RED OFFICE VIKAS BHAWAN MAINPURI,AOC
,,,,,,2,5831319,smt surema devi,29-Jan-2026 06:50 PM,Accepted-AOC,L-1,07-Feb-2026 10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
