Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,technical documents,06-Jan-2026 01:00 PM,20-Jan-2026 11:00 AM,06-Jan-2026 01:00 PM,19-Jan-2026 05:00 PM,NA ,NA ,06-Jan-2026 01:00 PM,19-Jan-2026 05:00 PM,20-Jan-2026 03:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Guladiya Badaun,1114.0,2026_DOLBU_1104123_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,742.0,EO,Guladiya,No,1,DD - Demand Draft,Construction,ward no-04 neeraj bhurji se seetaram jatav tk CC road or nali kary,technical documents  ,NA ,"6,28,575",Civil Works - Others,NA ,Tender,20.0,90.0,NP Guladiya,243601.0,NA ,NA ,NA ,NP Guladiya,No ,No,EO Guladiya,NP Guladiya,"62,858",No,fixed,,EO,Guladiya,AOC,Finance,BOQ,Vikas Anand,28-Jan-2026 01:49 PM,finance_2036815.pdf,BOQ Comparative Chart,EOlipikAe,Internal,"Vikas Ananad, Ramashankar sharma, Aman kumar",RAMA SHANKER SHARMA,20-Jan-2026 01:53 PM,20-Jan-2026 03:00 PM,techsummary_2036815.pdf (337.23 KB),Technical,All admitted,Vikas Anand,20-Jan-2026 01:25 PM,technical_2036815.pdf,EOJAELIPIK,Internal,"Vikas Anand, Aman Kumar, Rama Shankar Sharma",RAMA SHANKER SHARMA,02-Feb-2026 01:35 PM,finsummary_2036815.pdf (388.89 KB),02-Feb-2026,"INR 628,575",90.0,RAMA SHANKER SHARMA,02-Feb-2026 01:37 PM,workorder6.pdf (496.00 KB),1.0,5806762.0,M/S YOGENDRA CONSTRUCTION,INR,"627,883.57",Directorate of Local Bodies UP||Nagar Panchayat Guladiya Badaun,2026_DOLBU_1104123_6,1114.0,Construction,1,5812928,JAGMOHAN SINGH CONTRACTOR,18-Jan-2026 11:13 PM,Rejected-Finance,highest bid,02-Feb-2026 01:35 PM,AOC
2.0,Finance,.xls,financial documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5806762,M/S YOGENDRA CONSTRUCTION,15-Jan-2026 04:38 PM,Accepted-AOC,lowest bid,02-Feb-2026 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5813409,SACHIN SINGH,19-Jan-2026 10:29 AM,Rejected-Finance,Second Highest bid,02-Feb-2026 01:35 PM,AOC
