Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Bid Opening Summary,SANTOSH KUMAR SRIVASTAVA,18-Feb-2026 02:24 PM,,BOQ Comparative Chart,"SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",Internal,"SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",SANTOSH KUMAR SRIVASTAVA,18-Feb-2026 11:40 AM,18-Feb-2026 12:00 PM,techsummary_2051548.pdf (583.99 KB),20-Feb-2026,"INR 992,404.2",90.0,SANTOSH KUMAR SRIVASTAVA,20-Feb-2026 04:10 PM,19.pdf (61.00 KB),AOC,1.0,5862745.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,11-Feb-2026 04:25 PM,Accepted-AOC,L1,20-Feb-2026 04:10 PM,1.0,5862745.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,INR,"992,404.2","SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",Internal,"SANTOSH KUMAR SHRIVASTAVA, BDO SATISH KUMAR, JE RED, PINTOO RAM, ACCOUNTANT",SANTOSH KUMAR SRIVASTAVA,18-Feb-2026 04:28 PM,finsummary_2051548.pdf (583.99 KB),Technical,Bid Opening Summary,SANTOSH KUMAR SRIVASTAVA,12-Feb-2026 05:54 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Garwar,2026_RDUP_1110807_1,1225 Date 28-01-2026 Work No - 19,vikaas khand gadavaar mein saamudaayik svaasth kendr/pashuaspataal/khaad godaam pramukh kaksh ke saamane evan puliya se lekar modal aavaas ke paas tak see0see0 rod nirmaan kaaryan.,AOC,vikaas khand gadavaar mein saamudaayik svaasth kendr/pashuaspataal/khaad godaam pramukh kaksh ke saamane evan puliya se lekar modal aavaas ke paas tak see0see0 rod nirmaan kaaryan.,vikaas khand gadavaar mein saamudaayik svaasth kendr/pashuaspataal/khaad godaam pramukh kaksh ke saamane evan puliya se lekar modal aavaas ke paas tak see0see0 rod nirmaan kaaryan.,NIT ,NA ,"9,93,000",Civil Works,NA ,Tender,90.0,90.0,KP GARWAR,277121.0,NA ,NA ,NA ,BDO OFFICE GARWAR,No ,No,30-Jan-2026 10:00 AM,12-Feb-2026 02:00 PM,30-Jan-2026 10:00 AM,12-Feb-2026 12:00 PM,NA ,NA ,30-Jan-2026 10:00 AM,12-Feb-2026 12:00 PM,18-Feb-2026 12:00 PM,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Garwar,1225 Date 28-01-2026 Work No - 19,2026_RDUP_1110807_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,BDO GARWAR,BDO OFFICE GARWAR,500.0,BDO GARWAR,GARWAR,No,1,DD - Demand Draft,"20,000",No,fixed,,BDO GARWAR,GARWAR,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,,,,,,,,2.0,5863782.0,MAA ENTERPRISES,12-Feb-2026 12:08 AM,Rejected-AOC,L3,20-Feb-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,2.0,Finance,.xls,Finance,AOC
,,,,,,,,,,,,,,,,,,,,3.0,5863105.0,OM ENTERPRISES,11-Feb-2026 06:36 PM,Rejected-AOC,L2,20-Feb-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,AOC
