Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIVIDA,COLLECTOR KANPUR DEHAT,COLLECTORATE KANPUR DEHAT,1.0,SBI Bank,Uttar Pradesh Excise Department||Joint Excise Commissioner Agra||Deputy Excise Commissioner Kanpur||District Excise Officer Kanpur Dehat,1037/07.01.2026,2026_DEO16_1104530_1,Yes,Open Tender,Fixed-rate,Services,2.0,No,No,Online,No,No,No,"72,000",No,percentage,10.0%,Nil,Nil,CL ALIYAPUR,CL ALIYAPUR,PLEASE REFER TO TENDER DOCUMENT ,NA ,"7,20,000",Miscellaneous Services,NA ,Tender,90.0,74.0,CL ALIYAPUR,209307.0,COLLECTORATE KANPUR DEHAT ,COLLECTORATE KANPUR DEHAT ,12-Jan-2026 03:00 PM ,COLLECTORATE KANPUR DEHAT,No ,No,08-Jan-2026 09:00 AM,15-Jan-2026 12:30 PM,08-Jan-2026 10:00 AM,14-Jan-2026 06:00 PM,08-Jan-2026 10:00 AM ,14-Jan-2026 02:00 PM ,08-Jan-2026 10:00 AM,14-Jan-2026 06:00 PM,16-Jan-2026 05:20 PM,"40,000",Nil,Nil,No,AOC,DM KANPUR DEHAT,Internal,"DM KANPUR DEHAT, SP KANPUR DEHAT, DEO KANPUR DEHAT AND REPRESANTATIVE OF EXCISE COMMISNER",SANJAY YADAV,18-Feb-2026 03:39 PM,finsummary_2037726.pdf (471.63 KB),Technical,Total 4 Bids. All bids are found correct.,RAMVEER SINGH,16-Jan-2026 05:06 PM,technical_2037726.pdf,DM KANPUR DEHAT,Internal,"SP KANPUR DEHAT, DEO KANPUR DEHAT AND NOMINATED OFFICER FROM HQ",RAMVEER SINGH,16-Jan-2026 05:14 PM,16-Jan-2026 05:20 PM,techsummary_2037726.pdf (471.64 KB),Finance,"Due To H1 Bid of Bid ID 5802092 of Mr. Akash Verma, CL Shop Aliyapur has been Alloted to him",SANJAY YADAV,18-Feb-2026 03:19 PM,finance_2037726.pdf,BOQ Comparative Chart,1,5802092,AKASH VERMA,14-Jan-2026 12:19 PM,Accepted-AOC,Deu to H1 Bid,18-Feb-2026 03:48 PM,1.0,5802092.0,AKASH VERMA,INR,"54,205",Uttar Pradesh Excise Department||Joint Excise Commissioner Agra||Deputy Excise Commissioner Kanpur||District Excise Officer Kanpur Dehat,2026_DEO16_1104530_1,1037/07.01.2026,CL ALIYAPUR,18-Feb-2026,"INR 54,205",74.0,SANJAY YADAV,18-Feb-2026 03:48 PM,aockd.pdf (452.00 KB),AOC
,,.pdf,VIGYAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5802427,KARISHMA JAISWAL,13-Jan-2026 10:03 PM,Rejected-Finance,Due To Not H1 Bid,18-Feb-2026 03:39 PM,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5800352,PRIYANKA TIWARI,14-Jan-2026 12:03 PM,Rejected-Finance,Due To Not H1 Bid,18-Feb-2026 03:39 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5801718,VIJAY SHANKAR DIXIT,13-Jan-2026 03:03 PM,Rejected-Finance,Due To Not H1 Bid,18-Feb-2026 03:39 PM,,,,,,,,,,,,,,,,AOC
