Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
17-Feb-2026,"INR 842,529",30.0,Pravendra Kumar,17-Feb-2026 05:01 PM,aoc.pdf (471.00 KB),1.0,5877762.0,M/S SURAJ CONSTRUCTION AND SUPPLIER KULPAHAR,INR,"842,529",Directorate of Local Bodies UP||Nagar Panchayat Kulpahad Mahoba,2026_DOLBU_1113934_1,420/Tender Notice/2025-26 DATED 09.02.2026,Construction of an RCC drain from the public toilet to the boundary of the Agriculture Department.,1,5877111,HEERA CONSTRUCTION,16-Feb-2026 08:50 AM,Rejected-AOC,L2,17-Feb-2026 05:01 PM,Technical,3 bid admitted,Pravendra Kumar,17-Feb-2026 01:38 PM,,EO,Internal,,Vinod Kumar,17-Feb-2026 02:14 PM,finsummary_2064289.pdf (154.78 KB),Finance,3 bid admitted,Vinod Kumar,17-Feb-2026 02:09 PM,,BOQ Comparative Chart,EO,Internal,,Pravendra Kumar,17-Feb-2026 02:03 PM,17-Feb-2026 02:05 PM,techsummary_2064289.pdf (154.80 KB),AOC,"84,500",No,fixed,,Executive officer,Nagar Panchayat Kulpahar,944.0,Executive officer,Nagar Panchayat Kulpahar,No,10-Feb-2026 10:00 AM,17-Feb-2026 11:00 AM,10-Feb-2026 10:00 AM,16-Feb-2026 06:00 PM,NA ,NA ,10-Feb-2026 10:00 AM,16-Feb-2026 06:00 PM,17-Feb-2026 02:05 PM,Directorate of Local Bodies UP||Nagar Panchayat Kulpahad Mahoba,420/Tender Notice/2025-26 DATED 09.02.2026,2026_DOLBU_1113934_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Construction of an RCC drain from the public toilet to the boundary of the Agriculture Department.,Construction of an RCC drain from the public toilet to the boundary of the Agriculture Department.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,30.0,30.0,"Executive officer, Nagar Panchayat Kulpahar",210426.0,NA ,NA ,NA ,"Executive officer, Nagar Panchayat Kulpahar",No ,No,"Executive officer, Nagar Panchayat Kulpahar","Executive officer, Nagar Panchayat Kulpahar",AOC
,,,,,,,,,,,,,,,2,5877762,M/S SURAJ CONSTRUCTION AND SUPPLIER KULPAHAR,16-Feb-2026 11:04 AM,Accepted-AOC,L1,17-Feb-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5877162,SHANVI CONSTRUCTION,16-Feb-2026 09:02 AM,Rejected-AOC,L3,17-Feb-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
