Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction Birno Azamgarh Road to Bhairopur Link Road Rest Part,Construction Birno Azamgarh Road to Bhairopur Link Road Rest Part,Please refer Tender documents. ,NA ,"17,00,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Ghazipur,233001.0,NA ,NA ,NA ,EE PD GHAZIPUR,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,tech,Executive Engineer,EE PD GHAZIPUR,"1,70,000",Yes,fixed,,Nil,Nil,944.0,Nil,Nil,No,17-Jan-2026 01:30 PM,23-Jan-2026 12:30 PM,17-Jan-2026 01:30 PM,23-Jan-2026 12:00 PM,NA ,NA ,17-Jan-2026 01:30 PM,23-Jan-2026 12:00 PM,28-Jan-2026 03:00 PM,"Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Provincial Division, PWD Ghazipur",06/10 Lekha dt. 02.01.2026,2026_CEUVZ_1106945_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,accept,Brindavan Lal Gautam,23-Feb-2026 05:37 PM,,BOQ Comparative Chart,BRINDAVAN LAL GAUTAM,Internal,kiran pal,Brindavan Lal Gautam,28-Jan-2026 01:48 PM,28-Jan-2026 03:00 PM,techsummary_2042471.pdf (236.51 KB),Technical,accept,Brindavan Lal Gautam,28-Jan-2026 01:42 PM,,BRINDAVAN LAL GAUTAM,Internal,kiran pal,Brindavan Lal Gautam,23-Feb-2026 05:40 PM,finsummary_2042471.pdf (24.82 KB),26-Feb-2026,"INR 1,487,058.85",60.0,Brindavan Lal Gautam,26-Feb-2026 02:37 PM,328Bhairopur.pdf (89.00 KB),328/10 Lekha dt. 29.01.2026,1,5819378,AJAY ENTERPRISES,23-Jan-2026 11:52 AM,Accepted-AOC,328/10 Lekha dt. 29.01.2026,26-Feb-2026 02:37 PM,"Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur||Provincial Division, PWD Ghazipur",2026_CEUVZ_1106945_2,06/10 Lekha dt. 02.01.2026,Construction Birno Azamgarh Road to Bhairopur Link Road Rest Part,1.0,5819378.0,AJAY ENTERPRISES,INR,"1,487,058.85",AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5820082,DR AMBEDAKAR ENTERPRISES,23-Jan-2026 11:31 AM,Rejected-Finance,Not Qualified AOC,23-Feb-2026 05:40 PM,,,,,,,,,,AOC
