Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,1278/NNPMUBARAKPUR/2025-26 DT-02-01-2026,2026_DOLBU_1103674_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,03-Jan-2026 12:00 PM,06-Feb-2026 04:30 PM,03-Jan-2026 12:15 PM,05-Feb-2026 04:00 PM,NA ,NA ,03-Jan-2026 12:30 PM,05-Feb-2026 04:00 PM,12-Feb-2026 04:15 PM,EXCUTIVE OFFICER,NPP MUBARAKPUR,"1,33,875",No,percentage,10.0%,EO,MUBARAKPUR,WORK NO 21,In village Katra Ward No 18 from Haji Shabbir house through Mukhtar Icewalas house to Iqbal Ahmeds house interlocking repair and drain and RCC slab repair work,Please refer Tender documents. ,NA ,"13,38,752",Civil Works,NA ,Tender,120.0,120.0,MUBARAKPUR,276404.0,NA ,NA ,NA ,NPP MUBARAKPUR,No ,No,1.0,FDR - Fixed Deposit,"1,581",EO,MUBARAKPUR,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,Date,Date,,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,2026_DOLBU_1103674_21,1278/NNPMUBARAKPUR/2025-26 DT-02-01-2026,WORK NO 21,1,5840386,RAM PRASAD YADAV,03-Feb-2026 01:03 PM,Rejected-Finance,L2,13-Feb-2026 06:17 PM,1.0,5842380.0,SHABBIR AHMAD,INR,"1,338,484",SMT SABA SHAMIM,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,13-Feb-2026 06:17 PM,finsummary_2035530.pdf (391.82 KB),Finance,Send for Financial Evolution,Rajan haudhary,12-Feb-2026 04:57 PM,,BOQ Comparative Chart,Technical,SEND TO TECHNICAL EVOLUTION,Vinay Kumar Mishra,06-Feb-2026 08:56 PM,,17-Feb-2026,"INR 1,338,484",120.0,Vinay Kumar Mishra,18-Feb-2026 04:28 PM,21.pdf (587.00 KB),SMT SABA SHAMIM,Internal,VINAY KUMAR MISHRA (EO) KAMLESH KUMAR (JE) RAJAN CHUDHARI (LIPIK),Vinay Kumar Mishra,12-Feb-2026 04:12 PM,12-Feb-2026 04:15 PM,techsummary_2035530.pdf (299.58 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,2,5843717,SAIRA BANO,05-Feb-2026 01:21 AM,Rejected-Finance,L2,13-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5842380,SHABBIR AHMAD,04-Feb-2026 01:01 PM,Accepted-AOC,L1,18-Feb-2026 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
