Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly",2026_UPIDC_1104317_1,04/SE/2025-26,Baigul bandh ke approch road par khadanza lagane ka karye.,1.0,5800532.0,m/s mohd.sajid thekedar,INR,"6,468,879.94",1,5813847,Anil associates,19-Jan-2026 11:15 AM,Rejected-Finance,ADMITTED,06-Feb-2026 06:19 PM,17-Feb-2026,"INR 6,468,879.94",360.0,Trayambak Tripathi,23-Feb-2026 05:02 PM,bb.pdf (414.00 KB),AG NO. 07/SE/2025-26 MOHD SAJID,SE VTH CIRCLE IW BAREILLY,Internal,EX EN ID BAREILLY,Trayambak Tripathi,27-Jan-2026 04:50 PM,30-Jan-2026 05:00 PM,techsummary_2037124.pdf (977.41 KB),Finance,07 BIDS RECEIVED OUT OF WHICH LOWEST BID AWARDED,Trayambak Tripathi,06-Feb-2026 06:13 PM,,BOQ Comparative Chart,SE VTH CIRCLE IW BAREILLY,External,SE FLOOD CIRCLE LAKHIMPUR KHIRI,Trayambak Tripathi,06-Feb-2026 06:19 PM,finsummary_2037124.pdf (25.20 KB),Technical,09 BIDS RECEIVED OUT OF WHICH 07 BIDS HAVE BEEN QUALIFIED CONTRACTOR,Trayambak Tripathi,27-Jan-2026 04:45 PM,,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly",04/SE/2025-26,2026_UPIDC_1104317_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Baigul bandh ke approch road par khadanza lagane ka karye.,Baigul bandh ke approch road par khadanza lagane ka karye.,Please refer Tender documents. ,NA ,"90,12,000",Civil Works,NA ,Tender,90.0,360.0,UDHAM SINGH NAGAR,262311.0,NA ,NA ,NA ,BAREILLY,No ,No,"1,80,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,"2,715",Nil,Nil,Yes,08-Jan-2026 11:00 AM,19-Jan-2026 04:00 PM,08-Jan-2026 11:00 AM,19-Jan-2026 03:00 PM,NA ,NA ,08-Jan-2026 11:00 AM,19-Jan-2026 03:00 PM,30-Jan-2026 05:00 PM,1.0,SBI Bank,SUPERINTENDING ENGINEER,SE VTH CIRCLE IW BAREILLY,AOC
,,,,,,,,,2,5813803,Inder Singh Contractor,19-Jan-2026 01:13 PM,Rejected-Finance,ADMITTED,06-Feb-2026 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5814051,M/S D.P SINGH CONTRACTOR KASHIPUR,19-Jan-2026 02:26 PM,Rejected-Finance,ADMITTED,06-Feb-2026 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5809688,M/S KUMAR MANGLAM CONSTRUCTION,18-Jan-2026 06:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Jan-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5800532,m/s mohd.sajid thekedar,14-Jan-2026 04:06 PM,Accepted-AOC,ADMITTED,23-Feb-2026 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5813870,M/S MOHSIN KHAN,19-Jan-2026 02:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Jan-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,5806739,M/S OM BALA JEE CONSTRUCTION,15-Jan-2026 05:28 PM,Rejected-Finance,ADMITTED,06-Feb-2026 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,5812336,M/S Sushila Enterprises,19-Jan-2026 01:27 PM,Rejected-Finance,ADMITTED,06-Feb-2026 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,9,5812302,PURNAGIRI CONSTRUCTION CO. PVT. LTD.,19-Jan-2026 01:43 PM,Rejected-Finance,ADMITTED,06-Feb-2026 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
