Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,23-Jan-2026 03:29 PM,24-Jan-2026 12:00 PM,techsummary_2038408.pdf (392.47 KB),Technical,Technical bid open,Sujit Kumar Sinha,21-Jan-2026 01:37 PM,technical_2038408.pdf,28-Jan-2026,"INR 235,863.72",180.0,Sujit Kumar Sinha,05-Feb-2026 06:16 PM,Document2.pdf (26.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1104830_15,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",Gramsabha Kurwa me Jawahar Verma ke ghar ke paas 01 adad Highmask Light ke sthapna_15,1,5816212,M/S SHRI BALAJI CONSTRUCTIONS,20-Jan-2026 11:18 PM,Accepted-AOC,AOC,05-Feb-2026 06:16 PM,Finance,Financial bid open,Sujit Kumar Sinha,24-Jan-2026 03:38 PM,finance_2038408.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Jan-2026 05:11 PM,finsummary_2038408.pdf (44.16 KB),1.0,5816212.0,M/S SHRI BALAJI CONSTRUCTIONS,INR,"235,863.72",AOC,1.0,SBI Bank,10-Jan-2026 12:00 PM,21-Jan-2026 12:30 PM,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,NA ,NA ,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,24-Jan-2026 12:00 PM,"4,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",2026_REDUP_1104830_15,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",596.0,Nil,Nil,No,Gramsabha Kurwa me Jawahar Verma ke ghar ke paas 01 adad Highmask Light ke sthapna_15,Gramsabha Kurwa me Jawahar Verma ke ghar ke paas 01 adad Highmask Light ke sthapna_15,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5816123,SAROJNI DEVI,20-Jan-2026 10:06 PM,Rejected-Finance,High,24-Jan-2026 05:11 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
