Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"3,800",EO NPP OFFICE BISWAN,BISWAN,No,"3,21,900",No,fixed,,EO NPP OFFICE BISWAN,BISWAN,EO NPP OFFICE BISWAN,NPP OFFICE BISWAN,09-Feb-2026 03:00 PM,18-Feb-2026 05:00 PM,09-Feb-2026 03:00 PM,18-Feb-2026 02:00 PM,NA ,NA ,09-Feb-2026 03:00 PM,18-Feb-2026 02:00 PM,19-Feb-2026 04:05 PM,1.0,Fee/PreQual/Technical,.pdf,FEE/PRE/TECH,Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,766/A/NPPB/25-26,2026_DOLBU_1113388_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,NAGAR PALIKA PARISHAD BISWAN ANTARGAT KRISNA DEVI GIRLS MUNICIPAL INTER COLLEGE ME 02 KAMRA BRAMDA SAHIT NIRMAN KARYA,NAGAR PALIKA PARISHAD BISWAN ANTARGAT KRISNA DEVI GIRLS MUNICIPAL INTER COLLEGE ME 02 KAMRA BRAMDA SAHIT NIRMAN KARYA,PLS SEE TENDER DETAILS ,NA ,,Civil Works,NA ,Tender,30.0,90.0,BISWAN,261201.0,NA ,NA ,NA ,NPP OFFICE BISWAN,No ,No,AOC,PUSPU JAISWAL,Internal,SANJEEV KUMAR PANDEY RAJESH PAL AJEET SINGH,Ashish Srivastava,20-Feb-2026 01:14 PM,finsummary_2064059.pdf (166.00 KB),Finance,ALL OK,Ashish Srivastava,19-Feb-2026 04:11 PM,finance_2064059.pdf,BOQ Comparative Chart,1.0,5888818.0,M/S BHANU PRATAP CONSTRUCTIONS AND SUPPLIERS,INR,"3,202,905",1.0,5888384.0,m/s B.C.C CONSTRUCTIONS,17-Feb-2026 10:12 PM,Rejected-Finance,L2,20-Feb-2026 01:14 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,2026_DOLBU_1113388_11,766/A/NPPB/25-26,NAGAR PALIKA PARISHAD BISWAN ANTARGAT KRISNA DEVI GIRLS MUNICIPAL INTER COLLEGE ME 02 KAMRA BRAMDA SAHIT NIRMAN KARYA,20-Feb-2026,"INR 3,202,905",90.0,Ashish Srivastava,20-Feb-2026 01:17 PM,11.pdf (166.00 KB),LOWEST ONE,Technical,ALL OK,Ajeet Singh,19-Feb-2026 03:58 PM,technical_2064059.pdf,PUSPU JAISWAL,Internal,SANJEEV KUMAR PANDEY RAJESH PAL AJEET SINGH,Ajeet Singh,19-Feb-2026 04:02 PM,19-Feb-2026 04:05 PM,techsummary_2064059.pdf (1104.31 KB),AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCE BOQ,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,5888818.0,M/S BHANU PRATAP CONSTRUCTIONS AND SUPPLIERS,17-Feb-2026 09:06 PM,Accepted-AOC,L1,20-Feb-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3.0,5889234.0,M/S RAJESH KUMAR VERMA,17-Feb-2026 09:56 PM,Rejected-Finance,L3,20-Feb-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
