Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage
13-Feb-2026,"INR 3,108,067",90.0,Suresh Kumar Maurya,12-Feb-2026 11:53 PM,PAYJAL.pdf (277.00 KB),ward 19 saray me Nalkup,Directorate of Local Bodies UP||Nagar Palika Parishad Rasra Ballia,2026_DOLBU_1106879_1,ward 19 saray me Nalkup,ward 19 saray me Nalkup,1.0,5817057.0,SR construction,INR,"3,108,067",1.0,5817087.0,OM SAI ENTERPISES,20-Jan-2026 11:58 PM,Rejected-Finance,L3,12-Feb-2026 11:43 PM,Finance,ok,Suresh Kumar Maurya,11-Feb-2026 12:22 PM,,BOQ Comparative Chart,EO/JE/ACC.,Internal,EO/JE/ACC.,Pradeep Kumar Gupta,23-Jan-2026 02:16 PM,23-Jan-2026 02:30 PM,techsummary_2042292.pdf (1624.27 KB),Technical,ok,Pradeep Kumar Gupta,23-Jan-2026 01:57 PM,,EO/JE/ACC,Internal,EO/JE/ACC,Suresh Kumar Maurya,12-Feb-2026 11:43 PM,finsummary_2042292.pdf (277.17 KB),AOC,17-Jan-2026 09:00 AM,22-Jan-2026 05:00 PM,17-Jan-2026 09:00 AM,22-Jan-2026 04:00 PM,NA ,NA ,17-Jan-2026 09:00 AM,22-Jan-2026 04:00 PM,23-Jan-2026 02:30 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EO RASRA,EO RASRA,Directorate of Local Bodies UP||Nagar Palika Parishad Rasra Ballia,ward 19 saray me Nalkup,2026_DOLBU_1106879_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,669",EO RASRA,EO RASRA,Yes,"3,10,900",Yes,fixed,,EO RASRA,EO RASRA,ward 19 saray me Nalkup,ward 19 saray me Nalkup,Please refer Tender documents. ,NA ,"31,09,000",Civil Works,NA ,Tender,45.0,NA ,NPP RASRA,221712.0,NA ,NA ,NA ,EO RASRA,No ,No,1,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,2.0,5818150.0,R R CONSTRUCTION,21-Jan-2026 07:18 PM,Rejected-Finance,L2,12-Feb-2026 11:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC
,,,,,,,,,,,,,,,,3.0,5817057.0,SR construction,26-May-2026 11:37 AM,Accepted-AOC,L1,12-Feb-2026 11:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
