Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Project Manager Unit 11,05/17/17 ACHARYA NARENDRA DEV NAGAR DEOKALI ROAD AYODHYA,PROPOSED TOILET BLOCK LIBRARY IN RAJKIYA HIGH SCHOOL RAMGARH AT DISTT AMBEDKAR NAGAR,PROPOSED TOILET BLOCK LIBRARY IN RAJKIYA HIGH SCHOOL RAMGARH AT DISTT AMBEDKAR NAGAR,Please refer Tender documents. ,NA ,"30,84,000",Civil Works,NA ,Tender,30.0,180.0,Ambedkarnagar,224210.0,NA ,NA ,NA ,Ayodhya,No ,No,"61,000",No,fixed,,Nil,Nil,"5,900",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT and BID,1.0,SBI Bank,07-Jan-2026 11:12 AM,15-Jan-2026 04:00 PM,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,NA ,NA ,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,23-Jan-2026 04:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,08/2025-26/PCL/UNIT-11/Ayodhya,2026_UPPRC_1104158_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Project Manager,Internal,,Manoj Sharma,22-Jan-2026 10:57 AM,23-Jan-2026 04:00 PM,techsummary_2036678.pdf (1359.38 KB),Finance,Part Second Ok,Manoj Sharma,21-Feb-2026 02:20 PM,,BOQ Comparative Chart,Project Manager,Internal,,Manoj Sharma,21-Feb-2026 02:26 PM,finsummary_2036678.pdf (1354.20 KB),Technical,Part One ok,Manoj Sharma,22-Jan-2026 10:45 AM,,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,2026_UPPRC_1104158_1,08/2025-26/PCL/UNIT-11/Ayodhya,PROPOSED TOILET BLOCK LIBRARY IN RAJKIYA HIGH SCHOOL RAMGARH AT DISTT AMBEDKAR NAGAR,1.0,5803860.0,M/s Singh Traders,INR,"2,976,466",1,5804993,ALOK KUMAR SINGH,14-Jan-2026 10:39 PM,Rejected-AOC,Third Lowest,21-Feb-2026 02:30 PM,21-Feb-2026,"INR 2,976,466",180.0,Manoj Sharma,21-Feb-2026 02:30 PM,ST.pdf (1354.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5804129,ATUL ENTERPRISES,14-Jan-2026 03:44 PM,Rejected-AOC,Second Lowest,21-Feb-2026 02:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5805004,BIPIN KUMAR SINGH,14-Jan-2026 10:12 PM,Rejected-AOC,Four Lowest,21-Feb-2026 02:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5803860,M/s Singh Traders,15-Jan-2026 10:19 AM,Accepted-AOC,First Lowest,21-Feb-2026 02:30 PM,,,,,,,AOC
