Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,fee,1.0,Change of Date,Date,,1,DD - Demand Draft,EO,NPP Atrauli,796.0,EO,NPP Atrauli,No,04-Feb-2026 11:00 AM,20-Feb-2026 11:00 AM,04-Feb-2026 11:00 AM,18-Feb-2026 05:00 PM,04-Feb-2026 11:00 AM ,18-Feb-2026 05:00 PM ,04-Feb-2026 11:00 AM,18-Feb-2026 05:00 PM,23-Feb-2026 10:00 AM,Interlocking Road and drain construction work,Interlocking Road and drain construction work,Interlocking Road and drain construction work ,NA ,"6,74,573",Civil Works,NA ,Tender,180.0,180.0,Atrauli,202280.0,NA ,NA ,NA ,NPP Atrauli,No ,No,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,1479-06/2025-26/04-02-2026,2026_DOLBU_1112140_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"13,491",No,fixed,,EO,NPP Atrauli,AOC,Amita Varun,Internal,EO Amita Varun Rohit Shukla JE Rajkumar verma Account in charge,Rohit Shukla,21-Feb-2026 09:16 PM,23-Feb-2026 10:00 AM,techsummary_2056761.pdf (65.11 KB),Finance,three bid accepted in this process,Rohit Shukla,24-Feb-2026 11:02 PM,finance_2056761.pdf,BOQ Comparative Chart,Amita varun,Internal,Amita Varun EO Rohit Shukla JE Rajkumar Verma Account Incharge,Rohit Shukla,25-Feb-2026 12:00 AM,finsummary_2056761.pdf (65.36 KB),Technical,three bidder participated in this tender,Rohit Shukla,21-Feb-2026 08:14 PM,technical_2056761.pdf,1,5874976,Chhatrapal singh,15-Feb-2026 06:14 PM,Accepted-AOC,L1,25-Feb-2026 01:08 AM,1.0,5874976.0,Chhatrapal singh,INR,"673,830",Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,2026_DOLBU_1112140_1,1479-06/2025-26/04-02-2026,Interlocking Road and drain construction work,25-Mar-2026,"INR 673,830",180.0,Rohit Shukla,25-Feb-2026 01:08 AM,6.pdf (55.00 KB),this tender issue to Ms CP Singh enterprises pro Chhatrapal singh according of lowest price,AOC
,,.pdf,tb,2.0,change TB,Technical Bid,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5881058,M/S RAM KISHORE AGRAWAL,16-Feb-2026 06:53 PM,Rejected-AOC,L3,25-Feb-2026 01:08 AM,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5861106,M.S TRADERS,11-Feb-2026 12:57 AM,Rejected-AOC,L2,25-Feb-2026 01:08 AM,,,,,,,,,,,,,,,,,AOC
