S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5832178.0,M/S A.H CONSTRUCTION AND DEVLOPERS,29-Jan-2026 10:51 PM,Rejected-Finance,AMOUNT IS HIGH,30-Jan-2026 06:24 PM,1.0,5832143.0,Ms/ M.H. Constructions,INR,"1,147,576.79",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2026_SCIDC_1108018_1,092/EE/MBD/NIDHI/2024-25 Dt. 20-01-2026,"Construction work of 140.00 meter CC tiles road and drain from Shamima house to Yashveer house via Chamunda Devi in village Dehri Jumman, Block-Chajlat, District Moradabad. (MLA-Nidhi Work)",31-Jan-2026,"INR 1,147,576.79",60.0,Avdhesh kumar Verma,11-Feb-2026 01:55 PM,092NIT0131WOMBD.pdf (521.00 KB),LOI OF WORK,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,30-Jan-2026 04:34 PM,30-Jan-2026 04:35 PM,techsummary_2045251.pdf (312.25 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,30-Jan-2026 06:21 PM,,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,30-Jan-2026 06:24 PM,finsummary_2045251.pdf (661.34 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,30-Jan-2026 04:31 PM,,AOC,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,092/EE/MBD/NIDHI/2024-25 Dt. 20-01-2026,2026_SCIDC_1108018_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,"23,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,"1,652",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,21-Jan-2026 09:00 AM,30-Jan-2026 11:00 AM,21-Jan-2026 09:00 AM,30-Jan-2026 10:00 AM,NA ,NA ,21-Jan-2026 09:00 AM,30-Jan-2026 10:00 AM,30-Jan-2026 04:35 PM,1.0,FDR - Fixed Deposit,"E.E., UPSCIDCO, MORADABAD","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",1.0,DATE EXTENSION,Date,,1,Fee,.pdf,FEE,"Construction work of 140.00 meter CC tiles road and drain from Shamima house to Yashveer house via Chamunda Devi in village Dehri Jumman, Block-Chajlat, District Moradabad. (MLA-Nidhi Work)","Construction work of 140.00 meter CC tiles road and drain from Shamima house to Yashveer house via Chamunda Devi in village Dehri Jumman, Block-Chajlat, District Moradabad. (MLA-Nidhi Work)",Please refer Tender documents. ,NA ,"11,48,036",Civil Works - Roads,NA ,Tender,60.0,60.0,MORADABAD,244001.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,AOC
2.0,5832143.0,Ms/ M.H. Constructions,29-Jan-2026 10:18 PM,Accepted-AOC,AMOUNT IS LOWEST,11-Feb-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,2,PreQual/Technical,.pdf,TENDER NOTICE,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,AOC
