Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
13-Feb-2026,"INR 737,085.48",30.0,Renu Yadav,12-Feb-2026 07:13 PM,toilet.pdf (159.00 KB),Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,2026_DOLBU_1110123_3,1780/NPG/E-TENDER/2025-26,Const. of Toilet Block in Nagar Panchayat Gabhana.,1.0,5862319.0,A S CONTRACTOR AND SUPPLIER,INR,"737,085.48",1,5862319,A S CONTRACTOR AND SUPPLIER,11-Feb-2026 02:22 PM,Accepted-AOC,accepted,12-Feb-2026 07:13 PM,Finance,FinanceBid Admitted,Renu Yadav,12-Feb-2026 06:40 PM,finance_2051474.pdf,BOQ Comparative Chart,eo,Internal,"je,lipik",naveen kumar,12-Feb-2026 06:19 PM,12-Feb-2026 06:20 PM,techsummary_2051474.pdf (40.93 KB),Technical,Technical Bid Admitted,naveen kumar,12-Feb-2026 06:15 PM,,eo,Internal,"JE, LIPIK",Renu Yadav,12-Feb-2026 06:51 PM,finsummary_2051474.pdf (42.48 KB),AOC,1,Fee/PreQual/Technical,.pdf,NIT,Const. of Toilet Block in Nagar Panchayat Gabhana.,Const. of Toilet Block in Nagar Panchayat Gabhana.,Please refer Tender documents. ,NA ,"7,44,907",Civil Works,NA ,Tender,30.0,30.0,Const. of Toilet Block in Nagar Panchayat Gabhana.,202136.0,NA ,NA ,NA ,"N.P. GABHANA, ALIGARH",No ,No,1.0,RTGS - RTGS Payment,"74,490",No,fixed,,NP,GABHANA,"N.P. GABHANA, ALIGARH","N.P. GABHANA, ALIGARH",880.0,NP,GABHANA,No,Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,1780/NPG/E-TENDER/2025-26,2026_DOLBU_1110123_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,29-Jan-2026 06:40 PM,12-Feb-2026 10:00 AM,29-Jan-2026 06:40 PM,11-Feb-2026 05:00 PM,NA ,NA ,29-Jan-2026 06:40 PM,11-Feb-2026 05:00 PM,12-Feb-2026 06:20 PM,AOC
,,,,,,,,,,,,,,,2,5861958,Neelam Singh Developers,11-Feb-2026 12:51 PM,Rejected-AOC,accepted,12-Feb-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
