Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
24-Jan-2026,"INR 2,495,011.33",180.0,Sujit Kumar Sinha,06-Feb-2026 04:42 PM,M_1.pdf (46.00 KB),1.0,5797148.0,M/S MANISH KUMAR CONTRACTOR,INR,"2,495,011.33",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1103770_1,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025",Block-Chittaura G.P. Susrauli Akhilesh Chaudhary ke tubewell ke paas inerlocking se Aditya Chaudhary ke makan ke paas interlocking nirman karya_01,1,5797148,M/S MANISH KUMAR CONTRACTOR,10-Jan-2026 05:26 PM,Accepted-AOC,AOC,06-Feb-2026 04:42 PM,Finance,Financial bid open,Sujit Kumar Sinha,21-Jan-2026 03:37 PM,finance_2035702.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,20-Jan-2026 02:25 PM,21-Jan-2026 02:00 PM,techsummary_2035702.pdf (427.10 KB),Technical,Technical bid open,Sujit Kumar Sinha,16-Jan-2026 03:27 PM,technical_2035702.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,21-Jan-2026 04:35 PM,finsummary_2035702.pdf (45.03 KB),AOC,1.0,SBI Bank,"2,384",Nil,Nil,No,05-Jan-2026 12:00 PM,16-Jan-2026 12:30 PM,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,NA ,NA ,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,21-Jan-2026 02:00 PM,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025",2026_REDUP_1103770_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical bid open,"42,400",No,fixed,,Nil,Nil,Block-Chittaura G.P. Susrauli Akhilesh Chaudhary ke tubewell ke paas inerlocking se Aditya Chaudhary ke makan ke paas interlocking nirman karya_01,Block-Chittaura G.P. Susrauli Akhilesh Chaudhary ke tubewell ke paas inerlocking se Aditya Chaudhary ke makan ke paas interlocking nirman karya_01,Please refer Tender documents. ,NA ,"21,15,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,AOC
,,,,,,,,,,,,,,,2,5797195,Rajeev Kumar Verma,10-Jan-2026 05:44 PM,Rejected-Finance,High,21-Jan-2026 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
