Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,944/Jalkal/2025-26 Date 05-01-2026,2026_DOLBU_1104432_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,TERM AND CONDITION,Technical Bid,,1.0,SBI Bank,WORK 13E INDRAPURAM ISTH WARD 79 NAYE KHAND 02 MAI VIBHIN ISTHANO PAR 110 EVAM 160MM VAYAS KI 3065 METER HDPI PAYJAL PIPE LINE BICHANE KA KARYE,WORK 13E INDRAPURAM ISTH WARD 79 NAYE KHAND 02 MAI VIBHIN ISTHANO PAR 110 EVAM 160MM VAYAS KI 3065 METER HDPI PAYJAL PIPE LINE BICHANE KA KARYE,"Tender Fee, EMD and Other Documents as per Tender Document/NIT ",NA ,"1,28,46,354",Miscellaneous Works,NA ,Tender,90.0,180.0,Ghaziabad Nagar Nigam,201001.0,NA ,NA ,NA ,GM Jal Ghaziabad Nagar Nigam IV Floor Ghaziabad,No ,No,"15,340",Nil,Nil,No,"3,85,400",No,fixed,,Nil,Nil,07-Jan-2026 03:00 PM,15-Jan-2026 04:00 PM,07-Jan-2026 03:00 PM,15-Jan-2026 02:00 PM,NA ,NA ,07-Jan-2026 03:00 PM,15-Jan-2026 02:00 PM,24-Jan-2026 04:40 PM,G M Jal,GM Jal Ghaziabad Nagar Nigam IV Floor Ghaziabad,1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD and Other Documents as per Tender Document/NIT",AOC,Finance,Bids_are_under_Evaluation_at_Tender_Cell.PDF,DESH RAJ,24-Jan-2026 05:12 PM,finance_2037707.pdf,BOQ Comparative Chart,Committee Members,Internal,,Somendra Pratap Singh,12-Feb-2026 11:40 AM,finsummary_2037707.pdf (445.79 KB),1.0,5802325.0,M/S AKANSHA CONSTRUCTION,INR,"10,919,400.9",1,5802325,M/S AKANSHA CONSTRUCTION,14-Jan-2026 11:36 AM,Accepted-AOC,L1,12-Feb-2026 11:10 AM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1104432_18,944/Jalkal/2025-26 Date 05-01-2026,WORK 13E INDRAPURAM ISTH WARD 79 NAYE KHAND 02 MAI VIBHIN ISTHANO PAR 110 EVAM 160MM VAYAS KI 3065 METER HDPI PAYJAL PIPE LINE BICHANE KA KARYE,Committee Members,Internal,,Somendra Pratap Singh,24-Jan-2026 04:36 PM,24-Jan-2026 04:40 PM,techsummary_2037707.pdf (2097.42 KB),12-Feb-2026,"INR 10,919,400.9",3.0,Somendra Pratap Singh,12-Feb-2026 11:10 AM,2026_DOLBU_1104432_18.pdf (446.00 KB),L1,Technical,Bids_are_under_Evaluation_at_Tender_Cell.PDF,Somendra Pratap Singh,16-Jan-2026 03:41 PM,technical_2037707.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,2,5806133,M/S HANUMAT ENTERPRISES,15-Jan-2026 01:54 PM,Rejected-Finance,L3,12-Feb-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5805852,M/S LISA CONSTRUCTIO,15-Jan-2026 01:16 PM,Rejected-Finance,L2,12-Feb-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5805790,SKV TRADING CO.,15-Jan-2026 11:43 AM,Rejected-Technical,Reject,24-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
