Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EO,NPP GAURA BARHAJ,285.0,EO,NPP GAURA BARHAJ,Yes,"23,370",Yes,fixed,,EO,NPP GAURA BARHAJ,1,DD - Demand Draft,DEEN BANDHU MADESHIYA KE MAKAN SE HARENDRA YADAV KE MAKAN HOTE HUYE HEEHBABA STHAN TAK NALI SLAB NIRMAN KARY WARD NO.12 TIWARIPUR BARGAIYA,DEEN BANDHU MADESHIYA KE MAKAN SE HARENDRA YADAV KE MAKAN HOTE HUYE HEEHBABA STHAN TAK NALI SLAB NIRMAN KARY WARD NO.12 TIWARIPUR BARGAIYA,Please refer Tender documents. ,NA ,"2,85,000",Civil Works,NA ,Tender,90.0,30.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,1.0,Fee/PreQual/Technical,.pdf,nit,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3401/15vavitt/03-02-2026,2026_DOLBU_1112007_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,04-Feb-2026 10:00 AM,14-Feb-2026 10:00 AM,04-Feb-2026 11:00 AM,13-Feb-2026 03:00 PM,NA ,NA ,04-Feb-2026 11:00 AM,13-Feb-2026 03:00 PM,14-Feb-2026 10:10 AM,AOC,eo je,Internal,eo je,Amit Kumar Jaiswal,14-Feb-2026 10:05 AM,14-Feb-2026 10:10 AM,techsummary_2056169.pdf (153.24 KB),Finance,financial,Amit Kumar Jaiswal,14-Feb-2026 10:14 AM,finance_2056169.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,14-Feb-2026 10:18 AM,finsummary_2056169.pdf (141.30 KB),Technical,TECHNICAL,Amit Kumar Jaiswal,14-Feb-2026 10:04 AM,technical_2056169.pdf,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1112007_1,3401/15vavitt/03-02-2026,DEEN BANDHU MADESHIYA KE MAKAN SE HARENDRA YADAV KE MAKAN HOTE HUYE HEEHBABA STHAN TAK NALI SLAB NIRMAN KARY WARD NO.12 TIWARIPUR BARGAIYA,1.0,5855716.0,Jaypratap Enterprises,INR,"284,521.2",1.0,5855716.0,Jaypratap Enterprises,13-Feb-2026 12:51 PM,Accepted-AOC,low rate,14-Feb-2026 10:20 AM,14-Feb-2026,"INR 284,521.2",30.0,Amit Kumar Jaiswal,14-Feb-2026 10:20 AM,15F01.pdf (141.00 KB),low rate,AOC
,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5855460.0,KAMINI ENTERPRISES,13-Feb-2026 12:37 PM,Rejected-Finance,HIGH RATE,14-Feb-2026 10:18 AM,,,,,,,,AOC
,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5856267.0,M/S SHYAM ASSOCIATES,09-Feb-2026 07:48 PM,Rejected-Finance,HIGH RATE,14-Feb-2026 10:18 AM,,,,,,,,AOC
,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
