S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2039 /EE SKN /E-Tender /Purvanchal Nidhi Mehdawal SKN /2025-26 Dated 20-01-2026,2026_SCIDC_1107946_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Construction of CC Road work at Gram Kusauna kala Me Chandu Harijan ds Ghar Se Ramkishun Harijan Ke Ghar Tak Block Mehadawal Distt. Sant Kabir Nagar. ( Purvanchal Nidhi Mehadawal),Construction of CC Road work at Gram Kusauna kala Me Chandu Harijan ds Ghar Se Ramkishun Harijan Ke Ghar Tak Block Mehadawal Distt. Sant Kabir Nagar. ( Purvanchal Nidhi Mehadawal),As Given in NIT ,NA ,"13,40,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",24-Jan-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,21-Jan-2026 09:00 AM,28-Jan-2026 02:00 PM,21-Jan-2026 09:00 AM,28-Jan-2026 01:00 PM,21-Jan-2026 09:00 AM ,28-Jan-2026 01:00 PM ,21-Jan-2026 09:00 AM,28-Jan-2026 01:00 PM,09-Feb-2026 05:00 PM,1,Fee/PreQual/Technical,.pdf,NIT,"1,652",UPSCIDCO,BASTI,No,"27,000",No,fixed,,UPSCIDCO,BASTI,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti",AOC,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,11-Feb-2026 09:59 AM,finsummary_2045059.pdf (468.00 KB),Technical,M/s KANCHAN ENTERPRISES and M/s AJAY KUMAR SAHI Found,Ramesh Bahadur Shahi,09-Feb-2026 03:53 PM,technical_2045059.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,09-Feb-2026 03:54 PM,09-Feb-2026 05:00 PM,techsummary_2045059.pdf (432.90 KB),Finance,M/s KANCHAN ENTERPRISES Found L1,Ramesh Bahadur Shahi,11-Feb-2026 09:57 AM,finance_2045059.pdf,BOQ Comparative Chart,1,5827186,KANCHAN ENTERPRISES,27-Jan-2026 02:15 PM,Accepted-AOC,L1,16-Feb-2026 11:12 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1107946_1,2039 /EE SKN /E-Tender /Purvanchal Nidhi Mehdawal SKN /2025-26 Dated 20-01-2026,Construction of CC Road work at Gram Kusauna kala Me Chandu Harijan ds Ghar Se Ramkishun Harijan Ke Ghar Tak Block Mehadawal Distt. Sant Kabir Nagar. ( Purvanchal Nidhi Mehadawal),1.0,5827186.0,KANCHAN ENTERPRISES,INR,"1,338,660",16-Feb-2026,"INR 1,338,660",90.0,Ramesh Bahadur Shahi,16-Feb-2026 11:12 AM,KusaunaKalaLOI.pdf (1028.00 KB),M/s Kanchan Enterprises Found L1,AOC
2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5827586,M/s AJAY KUMAR SAHI,27-Jan-2026 04:35 PM,Rejected-Finance,L2,11-Feb-2026 09:59 AM,,,,,,,,,,,,,,,,,AOC
