Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Technical bid open,Sujit Kumar Sinha,16-Jan-2026 03:56 PM,technical_2035718.pdf,24-Jan-2026,"INR 947,759.3",180.0,Sujit Kumar Sinha,05-Feb-2026 06:12 PM,11.pdf (44.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,20-Jan-2026 02:39 PM,21-Jan-2026 02:00 PM,techsummary_2035718.pdf (404.09 KB),1,5800843,Rajeev Kumar Verma,14-Jan-2026 11:52 AM,Rejected-Finance,High,21-Jan-2026 04:50 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1103770_11,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025","Gram Panchayat Kothwal Kala ke majra Chamarpur me Anganbadi Kendra se Santram Chaukidar ke ghar tak interlocking nirman karya, Block-Phakaharpur_11",1.0,5800834.0,Shyam Nath Singh,INR,"947,759.3",Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,21-Jan-2026 04:50 PM,finsummary_2035718.pdf (44.19 KB),Finance,Financial bid open,Sujit Kumar Sinha,21-Jan-2026 03:59 PM,finance_2035718.pdf,BOQ Comparative Chart,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025",2026_REDUP_1103770_11,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",05-Jan-2026 12:00 PM,16-Jan-2026 12:30 PM,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,NA ,NA ,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,21-Jan-2026 02:00 PM,"16,100",No,fixed,,Nil,Nil,"Gram Panchayat Kothwal Kala ke majra Chamarpur me Anganbadi Kendra se Santram Chaukidar ke ghar tak interlocking nirman karya, Block-Phakaharpur_11","Gram Panchayat Kothwal Kala ke majra Chamarpur me Anganbadi Kendra se Santram Chaukidar ke ghar tak interlocking nirman karya, Block-Phakaharpur_11",Please refer Tender documents. ,NA ,"8,04,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1,Fee/PreQual/Technical,.pdf,Technical bid open,788.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,2,5800834,Shyam Nath Singh,14-Jan-2026 11:41 AM,Accepted-AOC,AOC,05-Feb-2026 06:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
