Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,66/GM-3/UPPCL/2025-26 DATE-04.02.2026,2026_UPPRC_1113476_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"17,700",Nil,Nil,No,10-Feb-2026 09:00 AM,17-Feb-2026 04:00 PM,10-Feb-2026 09:00 AM,17-Feb-2026 03:00 PM,NA ,NA ,10-Feb-2026 09:00 AM,17-Feb-2026 03:00 PM,18-Feb-2026 12:00 PM,"1,38,000",No,fixed,,Nil,Nil,Construction of Gate No. 02 at Medical College Gorakhpur,Construction of Gate No. 02 at Medical College Gorakhpur,As per Bid Documents ,NA ,"69,42,000",Civil Works - Buildings,N/A ,Tender,90.0,180.0,Gorakhpur,273001.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,1,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,AOC,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,17-Feb-2026 05:20 PM,18-Feb-2026 12:00 PM,techsummary_2061369.pdf (4640.15 KB),Finance,Attached,ANIL KUMAR SINGH,21-Feb-2026 03:47 PM,finance_2061369.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,21-Feb-2026 03:49 PM,finsummary_2061369.pdf (4640.15 KB),Technical,Attached Comperative Sheet,ANIL KUMAR SINGH,17-Feb-2026 05:14 PM,technical_2061369.pdf,1,5880992,Kartikey enterprises,26-May-2026 11:11 AM,Accepted-AOC,L1,21-Feb-2026 03:51 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2026_UPPRC_1113476_1,66/GM-3/UPPCL/2025-26 DATE-04.02.2026,Construction of Gate No. 02 at Medical College Gorakhpur,1.0,5880992.0,Kartikey enterprises,INR,"6,116,423.33",21-Feb-2026,"INR 6,116,423.33",180.0,ANIL KUMAR SINGH,21-Feb-2026 03:51 PM,Ag_92_Kartikey.pdf (3162.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5885941,M/S MAA CONSTRUCTION COMPANY,17-Feb-2026 01:01 PM,Rejected-AOC,L2,21-Feb-2026 03:51 PM,,,,,,,,,,,,,,,,,AOC
