Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,Corrigendum,Date,,"1,09,000",Yes,fixed,,Nil,Nil,U P Irrigation Department (Civil)||Chief Engineer Water Resources Lucknow||SE I and P Circle Allahabad,01 / S.E./2025-26,2026_UPIDC_1103300_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,02-Feb-2026 10:00 AM,07-Feb-2026 03:00 PM,02-Feb-2026 10:00 AM,07-Feb-2026 11:00 AM,NA ,NA ,02-Feb-2026 10:00 AM,07-Feb-2026 11:00 AM,17-Feb-2026 12:00 PM,SUPERINTENDING ENGINEER,SE I and P WR Circle Prayagraj,1.0,SBI Bank,"2,354",Nil,Nil,No,Renovation of residential building of EE and AE at Sinchai Colony Basti,Renovation of residential building of EE and AE at Sinchai Colony Basti,Please refer Tender documents. ,NA ,"54,21,000",Civil Works,NA ,Rate Contract,90.0,120.0,BASTI,272002.0,NA ,NA ,NA ,SE I and P WR Circle Prayagraj,No ,No,AOC,Finance,All bidders Admitted,ram lal,17-Feb-2026 03:01 PM,,BOQ Comparative Chart,Ram Lal,Internal,Paras Nath,ram lal,14-Feb-2026 12:15 AM,17-Feb-2026 12:00 PM,techsummary_2052978.pdf (396.68 KB),Technical,All bidders admited,ram lal,14-Feb-2026 12:40 PM,,Ram Lal,Internal,Paras nath,ram lal,18-Feb-2026 11:15 AM,finsummary_2052978.pdf (519.55 KB),26-Feb-2026,"INR 3,950,767",120.0,ram lal,28-Feb-2026 02:30 PM,Lot2Basti.pdf (492.00 KB),Tender Alloted At L1,1.0,5843586.0,M/S ARYA ENTERPRISES,INR,"3,950,767",U P Irrigation Department (Civil)||Chief Engineer Water Resources Lucknow||SE I and P Circle Allahabad,2026_UPIDC_1103300_3,01 / S.E./2025-26,Renovation of residential building of EE and AE at Sinchai Colony Basti,1,5843586,M/S ARYA ENTERPRISES,05-Feb-2026 08:32 AM,Accepted-AOC,Lowest bid,28-Feb-2026 02:30 PM,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5848608,M/S ASHOK KUMAR SINGH,07-Feb-2026 10:06 AM,Rejected-Finance,Lowest 4th Rank,18-Feb-2026 01:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5848390,M/S BHAGWATI TRADERS,07-Feb-2026 10:41 AM,Rejected-Finance,Lowest 2nd Rank,18-Feb-2026 01:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5844740,M/S BHARAT RAM CONTRACTOR,06-Feb-2026 05:40 PM,Rejected-Finance,Lowest 5th Rank,18-Feb-2026 01:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5848891,M/S JAI CONSTRUCTION,07-Feb-2026 10:55 AM,Rejected-Finance,Lowest 3rd Rank,18-Feb-2026 01:20 PM,AOC
