Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
10mtr Highmast Light work at Various Blocks at Distt. Ambedkar Nagar. (Vidhayak Nidhi work),10mtr Highmast Light work at Various Blocks at Distt. Ambedkar Nagar. (Vidhayak Nidhi work),10mtr Highmast Light work at Various Blocks at Distt. Ambedkar Nagar. (Vidhayak Nidhi work) ,NA ,,Electrical Works,NA ,Tender,90.0,90.0,Ambedkar Nagar,224129.0,NA ,NA ,NA ,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",No ,No,"50,000",No,fixed,,UPSCIDCOLTD,Ambedkar Nagar,1,Fee/PreQual/Technical,.pdf,"Tender fee, EMD and Document",1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,1197/SE(E)/LKO/Amb/25-26,2026_SCIDC_1112681_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,655",UPSCIDCOLTD,Ambedkar Nagar,No,05-Feb-2026 03:00 PM,13-Feb-2026 02:00 PM,05-Feb-2026 03:00 PM,13-Feb-2026 12:00 PM,NA ,NA ,05-Feb-2026 03:00 PM,13-Feb-2026 12:00 PM,18-Feb-2026 06:50 PM,Superintending Engineer (E),"UPSCIDCO LTD Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",AOC,Finance,Attached,Ram Nayan,20-Feb-2026 11:58 AM,finance_2058355.pdf,BOQ Comparative Chart,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,18-Feb-2026 06:46 PM,18-Feb-2026 06:50 PM,techsummary_2058355.pdf (69.64 KB),Technical,Attached,Ram Nayan,18-Feb-2026 06:40 PM,technical_2058355.pdf,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,20-Feb-2026 12:07 PM,finsummary_2058355.pdf (69.64 KB),20-Feb-2026,"INR 2,521,607",90.0,Ram Nayan,21-Feb-2026 04:17 AM,1112681.pdf (8231.00 KB),Attached,1.0,5860764.0,R. D. CONSTRUCTION COMPANY,INR,"2,521,607",U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,2026_SCIDC_1112681_1,1197/SE(E)/LKO/Amb/25-26,10mtr Highmast Light work at Various Blocks at Distt. Ambedkar Nagar. (Vidhayak Nidhi work),1,5860827,M/S VK CONSTRUCTION CO.,10-Feb-2026 10:39 PM,Rejected-Finance,Quoted Amount Rate in High,20-Feb-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5860764,R. D. CONSTRUCTION COMPANY,10-Feb-2026 10:39 PM,Accepted-AOC,Accepted,21-Feb-2026 04:30 PM,AOC
