Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,1637dt02.01.2026,2026_REDUP_1109972_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Payment Certificate,27-Jan-2026 06:55 PM,03-Feb-2026 01:30 PM,27-Jan-2026 06:55 PM,03-Feb-2026 12:00 PM,NA ,NA ,27-Jan-2026 06:55 PM,03-Feb-2026 12:00 PM,13-Feb-2026 12:30 PM,Ex.Ex.R.E.D. Vikas Bhawan Mau,Ex.Ex.R.E.D. Vikas Bhawan Mau,"1,016",Nil,Nil,No,"25,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Vikas Khand Doharighat ke Gram Sabha-Hasanpur me Parsurampur pitch marg per mithilesh pandey ke ghar se Parsurampur get tak nali nirman karya,Vikas Khand Doharighat ke Gram Sabha-Hasanpur me Parsurampur pitch marg per mithilesh pandey ke ghar se Parsurampur get tak nali nirman karya,Please refer Tender documents. ,NA ,"12,02,000",Civil Works,NA ,Tender,90.0,90.0,MAU,275101.0,NA ,NA ,NA ,Ex.Ex.R.E.D. Vikas Bhawan Mau,No ,No,AOC,Finance,Two financial Bid found,ARUN KUMAR VERMA,21-Feb-2026 12:51 PM,finance_2049846.pdf,BOQ Comparative Chart,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",ARUN KUMAR VERMA,12-Feb-2026 07:26 PM,13-Feb-2026 12:30 PM,techsummary_2049846.pdf (362.97 KB),Technical,Two Technical Bid found,ARUN KUMAR VERMA,04-Feb-2026 07:02 PM,technical_2049846.pdf,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",ARUN KUMAR VERMA,21-Feb-2026 12:54 PM,finsummary_2049846.pdf (100.25 KB),21-Feb-2026,"INR 1,011,019.76",90.0,ARUN KUMAR VERMA,21-Feb-2026 12:58 PM,HasanpurAOC.pdf (100.00 KB),M/s Suresh CHAUHAN FINANCIAL BID RATE FOUND LOWEST AND BELOW THE RATE OF DIPARTMENTAL RATE HANCE A.O.C.GENERATED IN THE NAME OF M/s Suresh CHAUHAN,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,2026_REDUP_1109972_1,1637dt02.01.2026,Vikas Khand Doharighat ke Gram Sabha-Hasanpur me Parsurampur pitch marg per mithilesh pandey ke ghar se Parsurampur get tak nali nirman karya,1.0,5838742.0,M/s suresh chauhan,INR,"1,011,019.76",1.0,5838742.0,M/s suresh chauhan,02-Feb-2026 07:26 PM,Accepted-AOC,LOWEST RATE FOUND,21-Feb-2026 12:58 PM,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5838837.0,SHREE GANESH CONSTRUCTION,02-Feb-2026 07:45 PM,Rejected-AOC,SECOND LOWEST RATE FOUND,21-Feb-2026 12:58 PM,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
