Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
24-Jan-2026,"INR 255,662.13",180.0,Sujit Kumar Sinha,04-Feb-2026 04:40 PM,15.pdf (46.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,16-Jan-2026 04:06 PM,technical_2035722.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,20-Jan-2026 02:47 PM,21-Jan-2026 02:00 PM,techsummary_2035722.pdf (416.13 KB),Finance,Financial bid open,Sujit Kumar Sinha,21-Jan-2026 04:07 PM,finance_2035722.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,21-Jan-2026 04:59 PM,finsummary_2035722.pdf (44.36 KB),1.0,5796399.0,M/S TEJ CONSTRUCTIONS,INR,"255,662.13",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1103770_15,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025","Gram Panchayat Patsiya ke Gram Panchayat Bhawan se Satguru ke ghar tak interlocking nirman karya, Block-Phakaharpur_15",1,5796399,M/S TEJ CONSTRUCTIONS,13-Jan-2026 04:37 PM,Accepted-AOC,AOC,04-Feb-2026 04:40 PM,AOC,"Gram Panchayat Patsiya ke Gram Panchayat Bhawan se Satguru ke ghar tak interlocking nirman karya, Block-Phakaharpur_15","Gram Panchayat Patsiya ke Gram Panchayat Bhawan se Satguru ke ghar tak interlocking nirman karya, Block-Phakaharpur_15",Please refer Tender documents. ,NA ,"2,17,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,596.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025",2026_REDUP_1103770_15,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,05-Jan-2026 12:00 PM,16-Jan-2026 12:30 PM,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,NA ,NA ,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,21-Jan-2026 02:00 PM,1,Fee/PreQual/Technical,.pdf,Technical bid open,1.0,SBI Bank,"4,400",No,fixed,,Nil,Nil,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5796417,Smt. Vandana Singh,12-Jan-2026 10:42 PM,Rejected-Finance,High,21-Jan-2026 04:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,AOC
