Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,447/UPRNSS/E-TENDER/2025-26 DATE 23-12-2025,2026_UPRNS_1104480_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"1,50,500",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-1",Lucknow,1,BG - Bank Guarantee,"CONSTRUCTION OF RECORD ROOM AT ZILA SAHKARI BANK LAKHIMPUR, DISTRICT-LAKHIMPUR KHIRI(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"75,25,000",Civil Works,NA ,Tender,90.0,365.0,LAKHIMPUR KHIRI,262701.0,LUCKNOW ,"Office of EE, UPRNSS LKO-1, 3/452, Viram Khand, Gomti Nagar, Lucknow ",12-Jan-2026 11:00 AM ,LUCKNOW,No ,No,07-Jan-2026 11:11 AM,21-Jan-2026 12:00 AM,07-Jan-2026 02:00 PM,20-Jan-2026 06:00 PM,NA ,NA ,07-Jan-2026 02:00 PM,20-Jan-2026 06:00 PM,29-Jan-2026 10:10 AM,"5,900",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",AOC,JITENDRA BAHADUR SINGH(S.E.),Internal,"ALOK KUMAR SINGH(EE), ARUNENDRA KUMAR SINGH(EE), ANURAG KUMAR(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",ALOK KUMAR SINGH,02-Feb-2026 05:06 PM,finsummary_2037618.pdf (327.63 KB),Technical,03 BIDS ARE ADMITTED,ALOK KUMAR SINGH,28-Jan-2026 04:51 PM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"ALOK KUMAR SINGH(EE), ARUNENDRA KUMAR SINGH(EE), ANURAG KUMAR(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",ALOK KUMAR SINGH,28-Jan-2026 04:55 PM,29-Jan-2026 10:10 AM,techsummary_2037618.pdf (1075.37 KB),Finance,FINANCE,VIJAY BAHADUR SINGH,29-Jan-2026 10:24 AM,,BOQ Comparative Chart,1,5815030,M/S HARI OM PANDAY CONTRACTOR,19-Jan-2026 08:51 PM,Rejected-AOC,Due to High Rate Quoted,03-Feb-2026 05:43 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,2026_UPRNS_1104480_1,447/UPRNSS/E-TENDER/2025-26 DATE 23-12-2025,"CONSTRUCTION OF RECORD ROOM AT ZILA SAHKARI BANK LAKHIMPUR, DISTRICT-LAKHIMPUR KHIRI(U.P.)",1.0,5812594.0,M/S RAM MOHAN VERMA THEKEDAR,INR,"7,523,495",02-Feb-2026,"INR 7,523,495",365.0,ALOK KUMAR SINGH,03-Feb-2026 05:43 PM,RecordRoom_1.pdf (796.00 KB),TENDER AWARDED TO M/S RAM MOHAN VERMA THEKEDAR,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5813369,M/S PRISM CONSTRUCTIONS,19-Jan-2026 10:10 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,28-Jan-2026 04:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5812594,M/S RAM MOHAN VERMA THEKEDAR,20-Jan-2026 01:53 PM,Accepted-AOC,Due to Low Rate Quoted,03-Feb-2026 05:43 PM,,,,,,,,,,,,,,,,,AOC
