Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
02-Feb-2026 05:00 PM,09-Feb-2026 01:00 PM,02-Feb-2026 05:00 PM,09-Feb-2026 11:00 AM,NA ,NA ,02-Feb-2026 06:00 PM,09-Feb-2026 11:00 AM,13-Feb-2026 11:00 AM,Silt Clearance of Gothwa Drain From km. 0.000 to km 14.800,Silt Clearance of Gothwa Drain From km. 0.000 to km 14.800,Please refer Tender documents. ,NA ,"6,33,000",Civil Works - Others,NA ,Tender,90.0,NA ,Etah,207001.0,NA ,NA ,NA ,"Office,Executive Engineer DD Etah",No ,No,1.0,SBI Bank,Executive Engineer DD Etah,"Office,Executive Engineer DD Etah",1.0,Fee/PreQual/Technical,.pdf,NIT,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",02/EE/2025-26,2026_UPIDC_1109669_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,"12,660",No,fixed,,Nil,Nil,AOC,Finance,Admitted,Kalpana Yadav,16-Feb-2026 01:39 PM,,BOQ Comparative Chart,As per file attached,Internal,,Kalpana Yadav,13-Feb-2026 12:07 AM,13-Feb-2026 11:00 AM,techsummary_2054199.pdf (33.54 KB),Technical,Admitted,Kalpana Yadav,12-Feb-2026 08:48 PM,,As per file attached,Internal,,Kalpana Yadav,16-Feb-2026 02:39 PM,finsummary_2054199.pdf (33.54 KB),18-Feb-2026,"INR 277,232.51",15.0,Kalpana Yadav,28-Feb-2026 10:31 AM,gothwa.pdf (288.00 KB),1,5852338,KAMLESH KUMAR CONTRACTOR,08-Feb-2026 01:48 PM,Accepted-AOC,L1,28-Feb-2026 10:31 AM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",2026_UPIDC_1109669_2,02/EE/2025-26,Silt Clearance of Gothwa Drain From km. 0.000 to km 14.800,1.0,5852338.0,KAMLESH KUMAR CONTRACTOR,INR,"277,232.51",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5855234,M/s CHANDRA PAL SINGH,09-Feb-2026 10:27 AM,Rejected-AOC,L7,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5849232,M/S N.S. CONSTRUCTION,07-Feb-2026 12:33 PM,Rejected-AOC,L2,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5855075,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,09-Feb-2026 09:34 AM,Rejected-AOC,L5,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5853191,M/s VINAY KUMAR CONTRACTOR,08-Feb-2026 10:30 PM,Rejected-AOC,L6,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5854349,PADAM SINGH,08-Feb-2026 11:17 PM,Rejected-AOC,L4,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5845312,Pl Engineering & construction,05-Feb-2026 06:17 PM,Rejected-AOC,L3,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5853125,PUSHPA DEVI,08-Feb-2026 04:54 PM,Rejected-AOC,L6,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5846777,R.D. CONSTRUCTION,06-Feb-2026 06:55 PM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,13-Feb-2026 12:07 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5855405,YAS CONSTRUCTION,09-Feb-2026 10:48 AM,Rejected-AOC,L8,28-Feb-2026 10:31 AM,,,,,,,,,,AOC
